dataset,taxaID,locus,gene,essentiality,pmid,Ref_db
110,7227,FBgn0011776,l(2)25Eg,E,,flybase
110,7227,FBgn0011777,l(2)DTS18WF,E,,flybase
110,7227,FBgn0011778,l(2)DTS91,E,,flybase
110,7227,FBgn0011781,l(2)rG270,E,,flybase
110,7227,FBgn0011785,BRWD3,C,,flybase
110,7227,FBgn0011786,l(3)06264,E,,flybase
110,7227,FBgn0011787,mRpL12,C,,flybase
110,7227,FBgn0011788,l(3)j1B8,E,,flybase
110,7227,FBgn0011791,l(3)j4E6,E,,flybase
110,7227,FBgn0011794,l(3)j6C3,E,,flybase
110,7227,FBgn0011796,l(3)j7A6,E,,flybase
110,7227,FBgn0011798,l(3)rI809,E,,flybase
110,7227,FBgn0011799,l(3)rJ880,E,,flybase
110,7227,FBgn0011801,l(3)rL061,E,,flybase
110,7227,FBgn0011802,Gem3,C,,flybase
110,7227,FBgn0011804,l(3)rQ197,E,,flybase
110,7227,FBgn0011805,l(3)rQ303,E,,flybase
110,7227,FBgn0011808,l(3)s2714,E,,flybase
110,7227,FBgn0011810,l(3)s2976,E,,flybase
110,7227,FBgn0011811,l(3)s3246,E,,flybase
110,7227,FBgn0011817,nmo,C,,flybase
110,7227,FBgn0011818,oaf,C,,flybase
110,7227,FBgn0011822,Pgcl,E,,flybase
110,7227,FBgn0011824,CG4038,C,,flybase
110,7227,FBgn0011826,Pp2B-14D,C,,flybase
110,7227,FBgn0011828,Pxn,C,,flybase
110,7227,FBgn0011829,Ret,C,,flybase
110,7227,FBgn0011832,Ser12,NE,,flybase
110,7227,FBgn0011834,Ser6,NE,,flybase
110,7227,FBgn0011836,Taf2,C,,flybase
110,7227,FBgn0011837,Tis11,C,,flybase
110,7227,FBgn0012016,tRNA:Tyr-GTA-1-3,NE,,flybase
110,7227,FBgn0012030,l(2)DTS18SP,E,,flybase
110,7227,FBgn0012034,AcCoAS,NE,,flybase
110,7227,FBgn0012036,Aldh,NE,,flybase
110,7227,FBgn0012037,Ance,C,,flybase
110,7227,FBgn0012038,Antp::Scr,E,,flybase
110,7227,FBgn0012042,AttA,NE,,flybase
110,7227,FBgn0012051,CalpA,NE,,flybase
110,7227,FBgn0012058,Cdc27,C,,flybase
110,7227,FBgn0012114,Dana\B-H1,E,,flybase
110,7227,FBgn0012119,Dana\ct,E,,flybase
110,7227,FBgn0012129,Dana\Om(2F),E,,flybase
110,7227,FBgn0012299,Abd-B::Dfd,E,,flybase
110,7227,FBgn0012300,Dfd::Ubx,E,,flybase
110,7227,FBgn0012344,Dh44,NE,,flybase
110,7227,FBgn0012386,Dhyd\bb,E,,flybase
110,7227,FBgn0012395,Dhyd\l3,E,,flybase
110,7227,FBgn0012725,Dpse\l(2)gl,E,,flybase
110,7227,FBgn0012871,Dsim\kete,E,,flybase
110,7227,FBgn0012891,Dsim\py,E,,flybase
110,7227,FBgn0013139,Dvir\sc,E,,flybase
110,7227,FBgn0013263,Trl,C,,flybase
110,7227,FBgn0013269,Fkbp39,C,,flybase
110,7227,FBgn0013272,Gp150,C,,flybase
110,7227,FBgn0013275,Hsp70Aa,C,,flybase
110,7227,FBgn0013277,Hsp70Ba,NE,,flybase
110,7227,FBgn0013300,ProtA,NE,,flybase
110,7227,FBgn0013301,ProtB,NE,,flybase
110,7227,FBgn0013305,Nmda1,NE,,flybase
110,7227,FBgn0013307,Odc1,NE,,flybase
110,7227,FBgn0013308,Odc2,NE,,flybase
110,7227,FBgn0013311,P\T,E,,flybase
110,7227,FBgn0013323,Ptth,NE,,flybase
110,7227,FBgn0013325,RpL11,E,,flybase
110,7227,FBgn0013334,Sap47,NE,,flybase
110,7227,FBgn0013342,nSyb,C,,flybase
110,7227,FBgn0013343,Syx1A,C,,flybase
110,7227,FBgn0013347,TfIIA-S,C,,flybase
110,7227,FBgn0013352,Antp::Ubx,E,,flybase
110,7227,FBgn0013432,bcn92,NE,,flybase
110,7227,FBgn0013433,beat-Ia,C,,flybase
110,7227,FBgn0013435,Cdc2rk,NE,,flybase
110,7227,FBgn0013447,fs(2)ry11,E,,flybase
110,7227,FBgn0013448,fs(2)ry12,E,,flybase
110,7227,FBgn0013450,fs(2)ry6,E,,flybase
110,7227,FBgn0013456,fs(2)neo4,E,,flybase
110,7227,FBgn0013457,fs(2)neo5,E,,flybase
110,7227,FBgn0013461,fs(3)neo27,E,,flybase
110,7227,FBgn0013462,fs(3)neo71,E,,flybase
110,7227,FBgn0013467,igl,NE,,flybase
110,7227,FBgn0013469,klu,C,,flybase
110,7227,FBgn0013470,l(1)10P11,E,,flybase
110,7227,FBgn0013471,l(1)10P4,E,,flybase
110,7227,FBgn0013472,l(1)11P11,E,,flybase
110,7227,FBgn0013473,l(1)12P2,E,,flybase
110,7227,FBgn0013474,l(1)12P3,E,,flybase
110,7227,FBgn0013475,l(1)14P11,E,,flybase
110,7227,FBgn0013478,l(1)1P2,E,,flybase
110,7227,FBgn0013479,l(1)1P3,E,,flybase
110,7227,FBgn0013480,l(1)1PP18,E,,flybase
110,7227,FBgn0013481,l(1)1PP22,E,,flybase
110,7227,FBgn0013482,l(1)3P5,E,,flybase
110,7227,FBgn0013483,l(1)3PP4,E,,flybase
110,7227,FBgn0013484,l(1)4Fb,E,,flybase
110,7227,FBgn0013485,l(1)5P4,E,,flybase
110,7227,FBgn0013486,l(1)5PP1,E,,flybase
110,7227,FBgn0013487,l(1)5PP10,E,,flybase
110,7227,FBgn0013488,l(1)6PP19,E,,flybase
110,7227,FBgn0013489,l(1)6PP7,E,,flybase
110,7227,FBgn0013491,l(1)8PP9,E,,flybase
110,7227,FBgn0013492,l(1)90,E,,flybase
110,7227,FBgn0013493,l(1)9PP1,E,,flybase
110,7227,FBgn0013494,l(1)9PP12,E,,flybase
110,7227,FBgn0013495,l(1)HA6,E,,flybase
110,7227,FBgn0013496,l(1)14Ae,E,,flybase
110,7227,FBgn0013497,l(1)14Ag,E,,flybase
110,7227,FBgn0013498,l(1)LB,E,,flybase
110,7227,FBgn0013499,l(1)LB5,E,,flybase
110,7227,FBgn0013501,l(1)PB18,E,,flybase
110,7227,FBgn0013502,l(1)PB2,E,,flybase
110,7227,FBgn0013503,l(1)PB7,E,,flybase
110,7227,FBgn0013504,l(1)PB8P,E,,flybase
110,7227,FBgn0013505,l(1)R,E,,flybase
110,7227,FBgn0013507,l(1)U10,E,,flybase
110,7227,FBgn0013508,l(1)U3,E,,flybase
110,7227,FBgn0013509,l(1)Uc-1,E,,flybase
110,7227,FBgn0013510,l(1)VA624,E,,flybase
110,7227,FBgn0013511,l(1)14Ah,E,,flybase
110,7227,FBgn0013513,l(1)14Ai,E,,flybase
110,7227,FBgn0013514,l(1)14Af,E,,flybase
110,7227,FBgn0013515,l(1)14Ad,E,,flybase
110,7227,FBgn0013518,l(1)rp1,E,,flybase
110,7227,FBgn0013519,l(1)rp2,E,,flybase
110,7227,FBgn0013520,l(1)rp3,E,,flybase
110,7227,FBgn0013521,l(1)x,E,,flybase
110,7227,FBgn0013524,l(2)23AB2,E,,flybase
110,7227,FBgn0013526,l(2)23AB4,E,,flybase
110,7227,FBgn0013529,l(2)23AB7,E,,flybase
110,7227,FBgn0013530,l(2)ry28,E,,flybase
110,7227,FBgn0013531,MED20,E,,flybase
110,7227,FBgn0013532,l(2)35Ab,E,,flybase
110,7227,FBgn0013536,l(2)ry36,E,,flybase
110,7227,FBgn0013539,l(2)ry50,E,,flybase
110,7227,FBgn0013540,l(2)ry51,E,,flybase
110,7227,FBgn0013541,l(2)ry53,E,,flybase
110,7227,FBgn0013542,l(2)A1-2-12,E,,flybase
110,7227,FBgn0013544,l(2)F11,E,,flybase
110,7227,FBgn0013546,l(2)M11,E,,flybase
110,7227,FBgn0013547,l(2)Su(Sp),E,,flybase
110,7227,FBgn0013548,l(2)dtl,C,,flybase
110,7227,FBgn0013550,l(3)100Ab,E,,flybase
110,7227,FBgn0013551,l(3)ry103,E,,flybase
110,7227,FBgn0013552,l(3)ry119,E,,flybase
110,7227,FBgn0013554,l(3)ry133,E,,flybase
110,7227,FBgn0013555,l(3)ry141,E,,flybase
110,7227,FBgn0013556,l(3)ry16,E,,flybase
110,7227,FBgn0013557,l(3)ry160,E,,flybase
110,7227,FBgn0013558,l(3)2,E,,flybase
110,7227,FBgn0013559,l(3)ry59,E,,flybase
110,7227,FBgn0013560,l(3)ry69,E,,flybase
110,7227,FBgn0013563,Pex1,C,,flybase
110,7227,FBgn0013564,l(3)ry78,E,,flybase
110,7227,FBgn0013565,l(3)78Aa,E,,flybase
110,7227,FBgn0013566,l(3)78Ab,E,,flybase
110,7227,FBgn0013567,l(3)78Ac,E,,flybase
110,7227,FBgn0013570,l(3)78Da,E,,flybase
110,7227,FBgn0013571,l(3)ry82,E,,flybase
110,7227,FBgn0013573,l(3)82Fa,E,,flybase
110,7227,FBgn0013574,l(3)82Fb,E,,flybase
110,7227,FBgn0013575,l(3)82Fc,E,,flybase
110,7227,FBgn0013576,mtd,C,,flybase
110,7227,FBgn0013579,l(3)82Fg,E,,flybase
110,7227,FBgn0013581,l(3)82Fi,E,,flybase
110,7227,FBgn0013582,l(3)82Fj,E,,flybase
110,7227,FBgn0013583,l(3)ry85,E,,flybase
110,7227,FBgn0013584,l(3)92Ea,E,,flybase
110,7227,FBgn0013586,l(3)97Da,E,,flybase
110,7227,FBgn0013587,l(3)97Db,E,,flybase
110,7227,FBgn0013588,l(3)97Dc,E,,flybase
110,7227,FBgn0013589,l(3)97De,E,,flybase
110,7227,FBgn0013594,l(3)A519.1F3,E,,flybase
110,7227,FBgn0013595,l(3)A6-3-56,E,,flybase
110,7227,FBgn0013596,l(3)B12-3-31,E,,flybase
110,7227,FBgn0013597,l(3)B14.1M3,E,,flybase
110,7227,FBgn0013598,l(3)B3-3-21,E,,flybase
110,7227,FBgn0013600,l(3)B48.1M3,E,,flybase
110,7227,FBgn0013601,l(3)B7-3-32,E,,flybase
110,7227,FBgn0013602,l(3)B9-3-53,E,,flybase
110,7227,FBgn0013609,l(3)E7-3-58,E,,flybase
110,7227,FBgn0013610,l(3)E8-3-54,E,,flybase
110,7227,FBgn0013611,l(3)EX-G13,E,,flybase
110,7227,FBgn0013612,l(3)L0021,E,,flybase
110,7227,FBgn0013613,l(3)L1042,E,,flybase
110,7227,FBgn0013614,l(3)L1159,E,,flybase
110,7227,FBgn0013615,l(3)L1233,E,,flybase
110,7227,FBgn0013616,l(3)L2290,E,,flybase
110,7227,FBgn0013618,l(3)L5150,E,,flybase
110,7227,FBgn0013619,l(3)W33B,E,,flybase
110,7227,FBgn0013621,l(3)neo11,E,,flybase
110,7227,FBgn0013622,l(3)neo12,E,,flybase
110,7227,FBgn0013624,l(3)neo15,E,,flybase
110,7227,FBgn0013625,l(3)neo16,E,,flybase
110,7227,FBgn0013627,l(3)neo23,E,,flybase
110,7227,FBgn0013629,l(3)neo29,E,,flybase
110,7227,FBgn0013632,l(3)neo51,E,,flybase
110,7227,FBgn0013636,l(4)ry1,E,,flybase
110,7227,FBgn0013674,mt:CoI,C,,flybase
110,7227,FBgn0013716,l(3)neo44,E,,flybase
110,7227,FBgn0013717,not,E,,flybase
110,7227,FBgn0013718,nuf,C,,flybase
110,7227,FBgn0013720,pck,C,,flybase
110,7227,FBgn0013723,pfy,NE,,flybase
110,7227,FBgn0013725,phyl,C,,flybase
110,7227,FBgn0013726,pnut,C,,flybase
110,7227,FBgn0013732,sced,C,,flybase
110,7227,FBgn0013733,shot,E,,flybase
110,7227,FBgn0013740,wako,E,,flybase
110,7227,FBgn0013746,alien,C,,flybase
110,7227,FBgn0013749,Arf102F,C,,flybase
110,7227,FBgn0013750,Arf51F,NE,,flybase
110,7227,FBgn0013751,Awh,C,,flybase
110,7227,FBgn0013753,Bgb,E,,flybase
110,7227,FBgn0013755,Bro,NE,,flybase
110,7227,FBgn0013756,Mtor,C,,flybase
110,7227,FBgn0013759,CASK,NE,,flybase
110,7227,FBgn0013762,Cdk5,NE,,flybase
110,7227,FBgn0013763,Idgf6,NE,,flybase
110,7227,FBgn0013764,Chi,C,,flybase
110,7227,FBgn0013765,cnn,C,,flybase
110,7227,FBgn0013767,Crz,NE,,flybase
110,7227,FBgn0013770,Cp1,NE,,flybase
110,7227,FBgn0013771,Cyp6a9,NE,,flybase
110,7227,FBgn0013772,Cyp6a8,NE,,flybase
110,7227,FBgn0013773,Cyp6a22,C,,flybase
110,7227,FBgn0013799,Deaf1,C,,flybase
110,7227,FBgn0013810,Dhc36C,NE,,flybase
110,7227,FBgn0013811,Dhc62B,C,,flybase
110,7227,FBgn0013812,Dhc93AB,NE,,flybase
110,7227,FBgn0013820,Dl::N,E,,flybase
110,7227,FBgn0013937,E(sina)1,E,,flybase
110,7227,FBgn0013938,E(sina)3,E,,flybase
110,7227,FBgn0013939,E(sina)4,E,,flybase
110,7227,FBgn0013940,E(sina)46C,E,,flybase
110,7227,FBgn0013949,Elal,NE,,flybase
110,7227,FBgn0013953,Esp,NE,,flybase
110,7227,FBgn0013954,Fkbp12,NE,,flybase
110,7227,FBgn0013972,Gycalpha99B,NE,,flybase
110,7227,FBgn0013973,Gycbeta100B,NE,,flybase
110,7227,FBgn0013981,His4r,E,,flybase
110,7227,FBgn0013983,imd,C,,flybase
110,7227,FBgn0013987,MAPk-Ak2,NE,,flybase
110,7227,FBgn0013995,Calx,NE,,flybase
110,7227,FBgn0013997,Nrx-IV,C,,flybase
110,7227,FBgn0014006,Ask1,C,,flybase
110,7227,FBgn0014007,Ptp69D,C,,flybase
110,7227,FBgn0014009,Rab2,C,,flybase
110,7227,FBgn0014010,Rab5,C,,flybase
110,7227,FBgn0014011,Rac2,C,,flybase
110,7227,FBgn0014017,Re,E,,flybase
110,7227,FBgn0014018,Rel,C,,flybase
110,7227,FBgn0014020,Rho1,E,,flybase
110,7227,FBgn0014022,Rlb1,NE,,flybase
110,7227,FBgn0014023,mRpL47,C,,flybase
110,7227,FBgn0014024,Rnp4F,C,,flybase
110,7227,FBgn0014026,RpL7A,C,,flybase
110,7227,FBgn0014028,SdhB,NE,,flybase
110,7227,FBgn0014029,2-Sep,C,,flybase
110,7227,FBgn0014031,Spat,NE,,flybase
110,7227,FBgn0014032,Sptr,NE,,flybase
110,7227,FBgn0014033,Sr-CI,C,,flybase
110,7227,FBgn0014037,Su(Tpl),C,,flybase
110,7227,FBgn0014040,Su(tor)1-163,E,,flybase
110,7227,FBgn0014043,Su(tor)2-15,E,,flybase
110,7227,FBgn0014045,Su(tor)2-187-1,E,,flybase
110,7227,FBgn0014048,Su(tor)2-237,E,,flybase
110,7227,FBgn0014049,Su(tor)2-278,E,,flybase
110,7227,FBgn0014050,Su(tor)2-28,E,,flybase
110,7227,FBgn0014052,Su(tor)2-3,E,,flybase
110,7227,FBgn0014053,Su(tor)2-321,E,,flybase
110,7227,FBgn0014054,Su(tor)2-341,E,,flybase
110,7227,FBgn0014057,Su(tor)2-408,E,,flybase
110,7227,FBgn0014058,Su(tor)2-48,E,,flybase
110,7227,FBgn0014062,Su(tor)3-1,E,,flybase
110,7227,FBgn0014064,Su(tor)3-293,E,,flybase
110,7227,FBgn0014065,Su(tor)3-307,E,,flybase
110,7227,FBgn0014067,Su(tor)3-337,E,,flybase
110,7227,FBgn0014069,Su(tor)3-8,E,,flybase
110,7227,FBgn0014070,Su(tor)3-91,E,,flybase
110,7227,FBgn0014073,Tie,NE,,flybase
110,7227,FBgn0014075,Uggt,NE,,flybase
110,7227,FBgn0014076,Vm32E,C,,flybase
110,7227,FBgn0014092,CG4278,NE,,flybase
110,7227,FBgn0014127,barr,C,,flybase
110,7227,FBgn0014133,bif,NE,,flybase
110,7227,FBgn0014135,bnl,C,,flybase
110,7227,FBgn0014140,chec,E,,flybase
110,7227,FBgn0014141,cher,NE,,flybase
110,7227,FBgn0014143,croc,C,,flybase
110,7227,FBgn0014145,deg,NE,,flybase
110,7227,FBgn0014163,fax,C,,flybase
110,7227,FBgn0014165,four-play,E,,flybase
110,7227,FBgn0014174,fs(?)A253.1M3,E,,flybase
110,7227,FBgn0014179,gcm,C,,flybase
110,7227,FBgn0014184,Oda,C,,flybase
110,7227,FBgn0014189,Hel25E,C,,flybase
110,7227,FBgn0014196,l(1)14Cc,E,,flybase
110,7227,FBgn0014197,l(1)14Cd,E,,flybase
110,7227,FBgn0014198,l(1)14Ce,E,,flybase
110,7227,FBgn0014199,l(1)16Ff,E,,flybase
110,7227,FBgn0014202,l(1)16Fi,E,,flybase
110,7227,FBgn0014204,l(1)16Fk,E,,flybase
110,7227,FBgn0014205,l(1)16Fl,E,,flybase
110,7227,FBgn0014206,l(1)17Aa,E,,flybase
110,7227,FBgn0014207,l(1)17Ab,E,,flybase
110,7227,FBgn0014208,l(1)9-38-1,E,,flybase
110,7227,FBgn0014209,l(1)TW9,E,,flybase
110,7227,FBgn0014210,l(2)21Ca,E,,flybase
110,7227,FBgn0014211,l(2)31Aa,E,,flybase
110,7227,FBgn0014212,l(2)31Ab,E,,flybase
110,7227,FBgn0014213,l(2)31Ba,E,,flybase
110,7227,FBgn0014214,l(2)31Bb,E,,flybase
110,7227,FBgn0014215,l(2)31Bc,E,,flybase
110,7227,FBgn0014216,l(2)31Ca,E,,flybase
110,7227,FBgn0014217,l(2)31Cb,E,,flybase
110,7227,FBgn0014218,l(2)31Da,E,,flybase
110,7227,FBgn0014219,l(2)31Db,E,,flybase
110,7227,FBgn0014223,l(2)31Eb,E,,flybase
110,7227,FBgn0014224,l(2)31Ec,E,,flybase
110,7227,FBgn0014225,l(2)31Ed,E,,flybase
110,7227,FBgn0014226,l(2)31Ee,E,,flybase
110,7227,FBgn0014227,l(2)31Ef,E,,flybase
110,7227,FBgn0014228,l(2)31Eg,E,,flybase
110,7227,FBgn0014229,l(2)31Ej,E,,flybase
110,7227,FBgn0014231,l(2)31En,E,,flybase
110,7227,FBgn0014232,l(2)31Eo,E,,flybase
110,7227,FBgn0014233,l(2)31Ep,E,,flybase
110,7227,FBgn0014234,l(2)31Eq,E,,flybase
110,7227,FBgn0014235,l(2)31Er,E,,flybase
110,7227,FBgn0014236,l(2)31Es,E,,flybase
110,7227,FBgn0014237,l(2)31Et,E,,flybase
110,7227,FBgn0014238,l(2)31Eu,E,,flybase
110,7227,FBgn0014239,l(2)31Fa,E,,flybase
110,7227,FBgn0014240,l(2)32Aa,E,,flybase
110,7227,FBgn0014241,l(2)32Ab,E,,flybase
110,7227,FBgn0014242,l(2)32Ac,E,,flybase
110,7227,FBgn0014243,l(2)32Ad,E,,flybase
110,7227,FBgn0014244,l(2)32Ae,E,,flybase
110,7227,FBgn0014245,l(2)32Af,E,,flybase
110,7227,FBgn0014248,l(2)60Aa,E,,flybase
110,7227,FBgn0014249,l(2)60Ab,E,,flybase
110,7227,FBgn0014250,l(2)60Ac,E,,flybase
110,7227,FBgn0014251,l(2)60Ad,E,,flybase
110,7227,FBgn0014252,l(2)60Ae,E,,flybase
110,7227,FBgn0014253,l(2)DA2,E,,flybase
110,7227,FBgn0014254,l(2)DB1,E,,flybase
110,7227,FBgn0014255,l(2)DB2,E,,flybase
110,7227,FBgn0014256,l(2)DB4,E,,flybase
110,7227,FBgn0014260,l(2)N7-6,E,,flybase
110,7227,FBgn0014261,l(2)N7-8,E,,flybase
110,7227,FBgn0014263,oho55DE,E,,flybase
110,7227,FBgn0014264,l(2)k04301a,E,,flybase
110,7227,FBgn0014265,l(2)k06524,E,,flybase
110,7227,FBgn0014267,l(2)k08225,E,,flybase
110,7227,FBgn0014268,l(2)k08634,E,,flybase
110,7227,FBgn0014269,prod,C,,flybase
110,7227,FBgn0014271,l(2)k09619,E,,flybase
110,7227,FBgn0014272,l(2)talc,E,,flybase
110,7227,FBgn0014273,l(2)k11512,E,,flybase
110,7227,FBgn0014277,l(2)k16904,E,,flybase
110,7227,FBgn0014278,l(2)k17039,E,,flybase
110,7227,FBgn0014279,oho51,E,,flybase
110,7227,FBgn0014280,l(2)vsp,E,,flybase
110,7227,FBgn0014286,l(3)64Ae,E,,flybase
110,7227,FBgn0014290,l(3)64Ba,E,,flybase
110,7227,FBgn0014291,l(3)64Bb,E,,flybase
110,7227,FBgn0014293,l(3)64Bd,E,,flybase
110,7227,FBgn0014294,l(3)64Be,E,,flybase
110,7227,FBgn0014295,l(3)64Bf,E,,flybase
110,7227,FBgn0014296,l(3)64Bg,E,,flybase
110,7227,FBgn0014297,l(3)64Bh,E,,flybase
110,7227,FBgn0014298,l(3)64Bi,E,,flybase
110,7227,FBgn0014299,l(3)64Bj,E,,flybase
110,7227,FBgn0014300,l(3)7-19,E,,flybase
110,7227,FBgn0014301,l(3)7-8,E,,flybase
110,7227,FBgn0014302,l(3)94Fa,E,,flybase
110,7227,FBgn0014304,l(3)neo14,E,,flybase
110,7227,FBgn0014305,l(3)neo53a,E,,flybase
110,7227,FBgn0014306,l(3)neo53b,E,,flybase
110,7227,FBgn0014307,l(3)neo58a,E,,flybase
110,7227,FBgn0014308,l(3)neo64,E,,flybase
110,7227,FBgn0014309,l(3)neo65,E,,flybase
110,7227,FBgn0014310,l(3)ry102,E,,flybase
110,7227,FBgn0014311,l(3)ry105,E,,flybase
110,7227,FBgn0014312,l(3)ry107,E,,flybase
110,7227,FBgn0014313,l(3)ry111,E,,flybase
110,7227,FBgn0014314,l(3)ry114,E,,flybase
110,7227,FBgn0014315,l(3)ry116,E,,flybase
110,7227,FBgn0014316,l(3)ry125a,E,,flybase
110,7227,FBgn0014317,l(3)ry125b,E,,flybase
110,7227,FBgn0014318,l(3)ry127,E,,flybase
110,7227,FBgn0014320,l(3)ry146,E,,flybase
110,7227,FBgn0014322,l(3)ry15,E,,flybase
110,7227,FBgn0014323,l(3)ry151,E,,flybase
110,7227,FBgn0014324,l(3)ry3,E,,flybase
110,7227,FBgn0014325,l(3)ry50,E,,flybase
110,7227,FBgn0014326,l(3)ry6,E,,flybase
110,7227,FBgn0014327,l(3)ry60,E,,flybase
110,7227,FBgn0014328,l(3)ry73,E,,flybase
110,7227,FBgn0014329,l(3)ry74,E,,flybase
110,7227,FBgn0014330,l(3)ry84,E,,flybase
110,7227,FBgn0014331,l(3)ry87,E,,flybase
110,7227,FBgn0014332,l(3)ry98,E,,flybase
110,7227,FBgn0014333,l(3)ry99,E,,flybase
110,7227,FBgn0014340,mof,C,,flybase
110,7227,FBgn0014342,mia,NE,,flybase
110,7227,FBgn0014343,mirr,C,,flybase
110,7227,FBgn0014366,noi,C,,flybase
110,7227,FBgn0014368,nol,NE,,flybase
110,7227,FBgn0014380,RhoL,C,,flybase
110,7227,FBgn0014381,rip,E,,flybase
110,7227,FBgn0014388,sty,C,,flybase
110,7227,FBgn0014391,sun,C,,flybase
110,7227,FBgn0014394,tete,E,,flybase
110,7227,FBgn0014395,tilB,NE,,flybase
110,7227,FBgn0014396,tim,NE,,flybase
110,7227,FBgn0014402,vah,E,,flybase
110,7227,FBgn0014403,vcg,E,,flybase
110,7227,FBgn0014411,Vps26,NE,,flybase
110,7227,FBgn0014417,CG13397,NE,,flybase
110,7227,FBgn0014427,CG11899,NE,,flybase
110,7227,FBgn0014443,Cbbeta\DT-A,C,,flybase
110,7227,FBgn0014444,Scer\FLP1,C,,flybase
110,7227,FBgn0014445,Scer\GAL4,C,,flybase
110,7227,FBgn0014446,Avic\GFP,NE,,flybase
110,7227,FBgn0014447,Ecol\lacZ,C,,flybase
110,7227,FBgn0014448,Ppyr\LUC,NE,,flybase
110,7227,FBgn0014450,Rcom\RA,C,,flybase
110,7227,FBgn0014455,Ahcy,NE,,flybase
110,7227,FBgn0014459,BacA\p35,C,,flybase
110,7227,FBgn0014464,Cp7Fa,C,,flybase
110,7227,FBgn0014466,Cp7Fc,NE,,flybase
110,7227,FBgn0014469,Cyp4e2,C,,flybase
110,7227,FBgn0014471,Dana\Arc,NE,,flybase
110,7227,FBgn0014472,Dana\Bb,E,,flybase
110,7227,FBgn0014473,Dana\Bd,E,,flybase
110,7227,FBgn0014474,Dana\Bl,E,,flybase
110,7227,FBgn0014476,Dana\Bn-H,NE,,flybase
110,7227,FBgn0014480,Dana\Cyd,E,,flybase
110,7227,FBgn0014481,Dana\Dl,E,,flybase
110,7227,FBgn0014484,Dana\Gl,E,,flybase
110,7227,FBgn0014486,Dana\Lo,E,,flybase
110,7227,FBgn0014498,Dana\M(2)83,E,,flybase
110,7227,FBgn0014516,Dana\M(3)e,E,,flybase
110,7227,FBgn0014522,Dana\Ms,NE,,flybase
110,7227,FBgn0014523,Dana\Ni,E,,flybase
110,7227,FBgn0014533,Dana\Pr,NE,,flybase
110,7227,FBgn0014534,Dana\Pu,E,,flybase
110,7227,FBgn0014536,Dana\S,E,,flybase
110,7227,FBgn0014537,Dana\Sb,C,,flybase
110,7227,FBgn0014538,Dana\Snp,E,,flybase
110,7227,FBgn0014540,Dana\Su-bri,E,,flybase
110,7227,FBgn0014541,Dana\Tr,E,,flybase
110,7227,FBgn0014542,Dana\Vn,E,,flybase
110,7227,FBgn0014552,Dana\bt,E,,flybase
110,7227,FBgn0014554,Dana\by,E,,flybase
110,7227,FBgn0014555,Dana\c,NE,,flybase
110,7227,FBgn0014557,Dana\cd,NE,,flybase
110,7227,FBgn0014558,Dana\clpd,E,,flybase
110,7227,FBgn0014562,Dana\cy,NE,,flybase
110,7227,FBgn0014570,Dana\ey,E,,flybase
110,7227,FBgn0014571,Dana\eyg,E,,flybase
110,7227,FBgn0014574,Dana\fw,E,,flybase
110,7227,FBgn0014577,Dana\gv,E,,flybase
110,7227,FBgn0014585,Dana\m-w,E,,flybase
110,7227,FBgn0014603,Dana\pxd,NE,,flybase
110,7227,FBgn0014609,Dana\re,E,,flybase
110,7227,FBgn0014617,Dana\sbl,E,,flybase
110,7227,FBgn0014626,Dana\sw,NE,,flybase
110,7227,FBgn0014629,Dana\up,NE,,flybase
110,7227,FBgn0014668,Dbuz\N,E,,flybase
110,7227,FBgn0014670,Dbuz\P,E,,flybase
110,7227,FBgn0014814,Dsim\Dl,E,,flybase
110,7227,FBgn0014820,Dsim\Ubx,E,,flybase
110,7227,FBgn0014847,Egfr::tor,E,,flybase
110,7227,FBgn0014848,Eig71Eh,NE,,flybase
110,7227,FBgn0014849,Eig71Ei,NE,,flybase
110,7227,FBgn0014850,Eig71Ej,NE,,flybase
110,7227,FBgn0014857,His3.3A,C,,flybase
110,7227,FBgn0014859,Hr38,C,,flybase
110,7227,FBgn0014861,Mcm2,C,,flybase
110,7227,FBgn0014863,Mlp84B,C,,flybase
110,7227,FBgn0014865,Mtk,NE,,flybase
110,7227,FBgn0014868,Ost48,C,,flybase
110,7227,FBgn0014869,Pglym78,NE,,flybase
110,7227,FBgn0014870,Psi,C,,flybase
110,7227,FBgn0014877,Roe1,C,,flybase
110,7227,FBgn0014879,Set,NE,,flybase
110,7227,FBgn0014891,Wedge,E,,flybase
110,7227,FBgn0014893,Wow,E,,flybase
110,7227,FBgn0014906,Hydr2,NE,,flybase
110,7227,FBgn0014930,CG2846,E,,flybase
110,7227,FBgn0014931,CG2678,NE,,flybase
110,7227,FBgn0014949,btn,C,,flybase
110,7227,FBgn0014951,bwl,E,,flybase
110,7227,FBgn0014961,fs(3)G1,E,,flybase
110,7227,FBgn0014971,l(1)13Fa,E,,flybase
110,7227,FBgn0014973,l(1)13Fc,E,,flybase
110,7227,FBgn0014974,l(1)13Fd,E,,flybase
110,7227,FBgn0014976,l(1)64,E,,flybase
110,7227,FBgn0014977,l(1)BP,E,,flybase
110,7227,FBgn0014978,l(2)23Ab,E,,flybase
110,7227,FBgn0014979,l(2)30l,E,,flybase
110,7227,FBgn0014981,l(2)46Cb,E,,flybase
110,7227,FBgn0014983,l(2)46Cd,E,,flybase
110,7227,FBgn0014985,l(2)46Da,E,,flybase
