dataset,taxaID,locus,gene,essentiality,pmid,Ref_db
110,7227,FBgn0030409,CG15728,NE,,flybase
110,7227,FBgn0030410,Aven,C,,flybase
110,7227,FBgn0030411,CG2540,NE,,flybase
110,7227,FBgn0030412,Tomosyn,C,,flybase
110,7227,FBgn0030417,CG15725,NE,,flybase
110,7227,FBgn0030418,CG4004,NE,,flybase
110,7227,FBgn0030420,CG12717,NE,,flybase
110,7227,FBgn0030421,Agpat1,NE,,flybase
110,7227,FBgn0030425,Nep6,NE,,flybase
110,7227,FBgn0030429,CG4661,NE,,flybase
110,7227,FBgn0030431,CG4407,NE,,flybase
110,7227,FBgn0030432,CG4404,C,,flybase
110,7227,FBgn0030434,Brms1,C,,flybase
110,7227,FBgn0030435,CG4645,C,,flybase
110,7227,FBgn0030437,hec,NE,,flybase
110,7227,FBgn0030438,CG15721,NE,,flybase
110,7227,FBgn0030439,CG12716,NE,,flybase
110,7227,FBgn0030441,CG2209,NE,,flybase
110,7227,FBgn0030443,CG12715,NE,,flybase
110,7227,FBgn0030447,CG2200,NE,,flybase
110,7227,FBgn0030449,Fer3HCH,NE,,flybase
110,7227,FBgn0030451,CG15717,NE,,flybase
110,7227,FBgn0030452,MFS10,NE,,flybase
110,7227,FBgn0030455,CG4318,C,,flybase
110,7227,FBgn0030456,CG4332,NE,,flybase
110,7227,FBgn0030457,CG12096,NE,,flybase
110,7227,FBgn0030459,CG12723,NE,,flybase
110,7227,FBgn0030460,Coq5,C,,flybase
110,7227,FBgn0030462,CG15742,NE,,flybase
110,7227,FBgn0030465,CG15743,NE,,flybase
110,7227,FBgn0030466,CG15744,NE,,flybase
110,7227,FBgn0030467,CG1764,NE,,flybase
110,7227,FBgn0030468,CG1622,NE,,flybase
110,7227,FBgn0030474,CG15747,E,,flybase
110,7227,FBgn0030477,dmrt11E,NE,,flybase
110,7227,FBgn0030478,CG1640,NE,,flybase
110,7227,FBgn0030479,Rbp1-like,NE,,flybase
110,7227,FBgn0030480,Tim9a,C,,flybase
110,7227,FBgn0030481,CG1662,NE,,flybase
110,7227,FBgn0030482,CG1673,NE,,flybase
110,7227,FBgn0030483,CG12725,NE,,flybase
110,7227,FBgn0030484,GstT4,NE,,flybase
110,7227,FBgn0030485,CG1998,NE,,flybase
110,7227,FBgn0030486,Set2,C,,flybase
110,7227,FBgn0030492,CG15754,NE,,flybase
110,7227,FBgn0030493,CG15756,NE,,flybase
110,7227,FBgn0030494,Cpr12A,NE,,flybase
110,7227,FBgn0030495,CG11816,NE,,flybase
110,7227,FBgn0030499,CG11178,C,,flybase
110,7227,FBgn0030500,Ndc80,C,,flybase
110,7227,FBgn0030501,BthD,C,,flybase
110,7227,FBgn0030502,tth,NE,,flybase
110,7227,FBgn0030503,Tango2,NE,,flybase
110,7227,FBgn0030504,CG2691,NE,,flybase
110,7227,FBgn0030505,NFAT,C,,flybase
110,7227,FBgn0030506,DNAlig4,C,,flybase
110,7227,FBgn0030507,CG11164,NE,,flybase
110,7227,FBgn0030508,CG15760,NE,,flybase
110,7227,FBgn0030509,CG11162,NE,,flybase
110,7227,FBgn0030510,CG12177,NE,,flybase
110,7227,FBgn0030511,CG11158,NE,,flybase
110,7227,FBgn0030512,Nadsyn,NE,,flybase
110,7227,FBgn0030514,CG9941,NE,,flybase
110,7227,FBgn0030519,CG11151,NE,,flybase
110,7227,FBgn0030520,Pdcd4,NE,,flybase
110,7227,FBgn0030521,CtsB1,C,,flybase
110,7227,FBgn0030522,CG11103,NE,,flybase
110,7227,FBgn0030524,CG10993,NE,,flybase
110,7227,FBgn0030525,CG10996,C,,flybase
110,7227,FBgn0030528,CG11095,NE,,flybase
110,7227,FBgn0030529,Clic,C,,flybase
110,7227,FBgn0030530,jub,C,,flybase
110,7227,FBgn0030536,CG11068,NE,,flybase
110,7227,FBgn0030537,CG12480,NE,,flybase
110,7227,FBgn0030538,betaNACtes1,NE,,flybase
110,7227,FBgn0030540,CG11581,NE,,flybase
110,7227,FBgn0030541,CG11584,NE,,flybase
110,7227,FBgn0030542,CG12481,NE,,flybase
110,7227,FBgn0030543,CG11585,NE,,flybase
110,7227,FBgn0030544,CG13403,NE,,flybase
110,7227,FBgn0030545,CG11590,C,,flybase
110,7227,FBgn0030551,CG11674,NE,,flybase
110,7227,FBgn0030552,mRpL38,C,,flybase
110,7227,FBgn0030554,CG1434,NE,,flybase
110,7227,FBgn0030555,Fbxl4,NE,,flybase
110,7227,FBgn0030559,CG13404,NE,,flybase
110,7227,FBgn0030562,CG9400,NE,,flybase
110,7227,FBgn0030566,betaNACtes4,NE,,flybase
110,7227,FBgn0030569,CG9411,E,,flybase
110,7227,FBgn0030571,CG14414,NE,,flybase
110,7227,FBgn0030572,mRpS25,C,,flybase
110,7227,FBgn0030573,nmdyn-D6,NE,,flybase
110,7227,FBgn0030574,sbm,C,,flybase
110,7227,FBgn0030575,CG5321,NE,,flybase
110,7227,FBgn0030576,CG15890,NE,,flybase
110,7227,FBgn0030578,CG5347,NE,,flybase
110,7227,FBgn0030582,CG14411,NE,,flybase
110,7227,FBgn0030583,CG14410,NE,,flybase
110,7227,FBgn0030584,CG14407,C,,flybase
110,7227,FBgn0030586,CG12539,NE,,flybase
110,7227,FBgn0030587,CG9522,NE,,flybase
110,7227,FBgn0030588,CG9521,C,,flybase
110,7227,FBgn0030589,CG9519,NE,,flybase
110,7227,FBgn0030590,CG9518,NE,,flybase
110,7227,FBgn0030592,CG9514,NE,,flybase
110,7227,FBgn0030593,CG9512,NE,,flybase
110,7227,FBgn0030594,fiz,NE,,flybase
110,7227,FBgn0030595,CG14406,NE,,flybase
110,7227,FBgn0030596,CG12398,NE,,flybase
110,7227,FBgn0030597,Eo,NE,,flybase
110,7227,FBgn0030599,CG9030,NE,,flybase
110,7227,FBgn0030600,hiw,NE,,flybase
110,7227,FBgn0030603,CG5541,NE,,flybase
110,7227,FBgn0030605,ND-B18,C,,flybase
110,7227,FBgn0030607,dob,NE,,flybase
110,7227,FBgn0030608,Lsd-2,C,,flybase
110,7227,FBgn0030610,CG9065,C,,flybase
110,7227,FBgn0030611,CG15027,C,,flybase
110,7227,FBgn0030612,CG5599,C,,flybase
110,7227,FBgn0030613,Rab3-GEF,NE,,flybase
110,7227,FBgn0030614,CG9072,C,,flybase
110,7227,FBgn0030615,Cyp4s3,NE,,flybase
110,7227,FBgn0030617,CG9095,NE,,flybase
110,7227,FBgn0030620,CG5662,NE,,flybase
110,7227,FBgn0030623,PPYR1,NE,,flybase
110,7227,FBgn0030625,CG5877,C,,flybase
110,7227,FBgn0030628,CG9114,NE,,flybase
110,7227,FBgn0030629,CG9123,NE,,flybase
110,7227,FBgn0030631,CG6227,C,,flybase
110,7227,FBgn0030634,CG9164,NE,,flybase
110,7227,FBgn0030638,CG11655,C,,flybase
110,7227,FBgn0030640,CG6294,C,,flybase
110,7227,FBgn0030641,CG6299,NE,,flybase
110,7227,FBgn0030642,CG15642,NE,,flybase
110,7227,FBgn0030643,CG15641,NE,,flybase
110,7227,FBgn0030645,Alg14,NE,,flybase
110,7227,FBgn0030647,CG6324,NE,,flybase
110,7227,FBgn0030648,CG6340,C,,flybase
110,7227,FBgn0030653,CG7860,C,,flybase
110,7227,FBgn0030657,cerv,C,,flybase
110,7227,FBgn0030658,CG7872,NE,,flybase
110,7227,FBgn0030659,CG9215,C,,flybase
110,7227,FBgn0030660,CG8097,NE,,flybase
110,7227,FBgn0030661,Alp11,NE,,flybase
110,7227,FBgn0030662,CG9220,NE,,flybase
110,7227,FBgn0030663,CG8117,C,,flybase
110,7227,FBgn0030664,CG8119,NE,,flybase
110,7227,FBgn0030666,CG12708,NE,,flybase
110,7227,FBgn0030667,CG15599,NE,,flybase
110,7227,FBgn0030668,CG8128,NE,,flybase
110,7227,FBgn0030669,CG9240,NE,,flybase
110,7227,FBgn0030670,Pis,C,,flybase
110,7227,FBgn0030671,CG8134,NE,,flybase
110,7227,FBgn0030672,CG9281,NE,,flybase
110,7227,FBgn0030673,CG15601,NE,,flybase
110,7227,FBgn0030674,CG8184,NE,,flybase
110,7227,FBgn0030678,CG11679,NE,,flybase
110,7227,FBgn0030679,CG8206,NE,,flybase
110,7227,FBgn0030680,CG8944,NE,,flybase
110,7227,FBgn0030683,Mvd,NE,,flybase
110,7227,FBgn0030684,CG8260,NE,,flybase
110,7227,FBgn0030685,Graf,NE,,flybase
110,7227,FBgn0030686,mRpL3,C,,flybase
110,7227,FBgn0030687,RpIIIC160,C,,flybase
110,7227,FBgn0030688,CG8952,NE,,flybase
110,7227,FBgn0030691,Efhc1.1,NE,,flybase
110,7227,FBgn0030692,mRpS30,C,,flybase
110,7227,FBgn0030694,CG15602,NE,,flybase
110,7227,FBgn0030695,PGRP-LE,C,,flybase
110,7227,FBgn0030696,CG8509,NE,,flybase
110,7227,FBgn0030699,CG8578,C,,flybase
110,7227,FBgn0030700,CG15914,C,,flybase
110,7227,FBgn0030701,CG16952,NE,,flybase
110,7227,FBgn0030703,MSBP,NE,,flybase
110,7227,FBgn0030704,CG15916,NE,,flybase
110,7227,FBgn0030706,Lrp4,C,,flybase
110,7227,FBgn0030707,CG8916,NE,,flybase
110,7227,FBgn0030710,CG8924,NE,,flybase
110,7227,FBgn0030711,Rrp47,C,,flybase
110,7227,FBgn0030715,Or13a,NE,,flybase
110,7227,FBgn0030716,CG9170,NE,,flybase
110,7227,FBgn0030717,Slc25A46a,C,,flybase
110,7227,FBgn0030718,ND-20,C,,flybase
110,7227,FBgn0030719,eIF5,C,,flybase
110,7227,FBgn0030720,CG8939,NE,,flybase
110,7227,FBgn0030721,CG12698,NE,,flybase
110,7227,FBgn0030722,CG12395,NE,,flybase
110,7227,FBgn0030723,dpr18,NE,,flybase
110,7227,FBgn0030724,Nipsnap,NE,,flybase
110,7227,FBgn0030725,CG8958,C,,flybase
110,7227,FBgn0030729,CG12507,C,,flybase
110,7227,FBgn0030731,Mfe2,NE,,flybase
110,7227,FBgn0030734,CG9911,NE,,flybase
110,7227,FBgn0030735,CG3632,NE,,flybase
110,7227,FBgn0030739,SWIP,C,,flybase
110,7227,FBgn0030740,CG9917,NE,,flybase
110,7227,FBgn0030743,CG9921,NE,,flybase
110,7227,FBgn0030745,CG4239,C,,flybase
110,7227,FBgn0030746,CG9981,NE,,flybase
110,7227,FBgn0030747,CG4301,NE,,flybase
110,7227,FBgn0030748,Traf-like,NE,,flybase
110,7227,FBgn0030749,AnxB11,C,,flybase
110,7227,FBgn0030752,CDC50,NE,,flybase
110,7227,FBgn0030753,rngo,C,,flybase
110,7227,FBgn0030756,CG9903,NE,,flybase
110,7227,FBgn0030757,CG9902,NE,,flybase
110,7227,FBgn0030759,CG13014,C,,flybase
110,7227,FBgn0030761,CG9784,NE,,flybase
110,7227,FBgn0030763,CG9782,NE,,flybase
110,7227,FBgn0030764,CG9777,NE,,flybase
110,7227,FBgn0030766,mthl1,C,,flybase
110,7227,FBgn0030768,CG9723,C,,flybase
110,7227,FBgn0030769,CG13012,NE,,flybase
110,7227,FBgn0030770,CG13010,NE,,flybase
110,7227,FBgn0030773,CG9676,C,,flybase
110,7227,FBgn0030774,sphe,NE,,flybase
110,7227,FBgn0030775,CG9673,NE,,flybase
110,7227,FBgn0030776,CG4653,NE,,flybase
110,7227,FBgn0030777,CG9672,NE,,flybase
110,7227,FBgn0030778,CG4678,NE,,flybase
110,7227,FBgn0030780,CG13008,NE,,flybase
110,7227,FBgn0030786,mRpL22,C,,flybase
110,7227,FBgn0030787,CG9609,NE,,flybase
110,7227,FBgn0030788,Sap30,C,,flybase
110,7227,FBgn0030789,Rrp45,C,,flybase
110,7227,FBgn0030790,CG4768,NE,,flybase
110,7227,FBgn0030791,CG9132,NE,,flybase
110,7227,FBgn0030792,CG4789,NE,,flybase
110,7227,FBgn0030794,CG13005,NE,,flybase
110,7227,FBgn0030795,ppk28,NE,,flybase
110,7227,FBgn0030797,CG13004,NE,,flybase
110,7227,FBgn0030798,CG13003,NE,,flybase
110,7227,FBgn0030800,Nprl2,NE,,flybase
110,7227,FBgn0030801,Rcp,C,,flybase
110,7227,FBgn0030802,DENR,C,,flybase
110,7227,FBgn0030803,CG4880,NE,,flybase
110,7227,FBgn0030804,CG13002,NE,,flybase
110,7227,FBgn0030805,wus,C,,flybase
110,7227,FBgn0030806,CG13001,C,,flybase
110,7227,FBgn0030807,CG13000,NE,,flybase
110,7227,FBgn0030808,RhoGAP15B,NE,,flybase
110,7227,FBgn0030809,Ubr1,NE,,flybase
110,7227,FBgn0030812,wcy,C,,flybase
110,7227,FBgn0030813,CG4949,NE,,flybase
110,7227,FBgn0030814,CG4955,NE,,flybase
110,7227,FBgn0030815,CG8945,NE,,flybase
110,7227,FBgn0030816,CG16700,C,,flybase
110,7227,FBgn0030817,CG4991,NE,,flybase
110,7227,FBgn0030823,TTLL1A,NE,,flybase
110,7227,FBgn0030824,CG5070,NE,,flybase
110,7227,FBgn0030826,CG12995,C,,flybase
110,7227,FBgn0030828,CG5162,NE,,flybase
110,7227,FBgn0030829,CG12998,NE,,flybase
110,7227,FBgn0030832,CG10597,NE,,flybase
110,7227,FBgn0030833,CG8915,NE,,flybase
110,7227,FBgn0030834,CG8675,NE,,flybase
110,7227,FBgn0030836,CG8664,NE,,flybase
110,7227,FBgn0030837,CG8661,NE,,flybase
110,7227,FBgn0030838,CG5445,NE,,flybase
110,7227,FBgn0030839,CG5613,NE,,flybase
110,7227,FBgn0030840,p-cup,NE,,flybase
110,7227,FBgn0030841,CG8568,C,,flybase
110,7227,FBgn0030844,ppk23,NE,,flybase
110,7227,FBgn0030846,CG12992,NE,,flybase
110,7227,FBgn0030847,CG12991,NE,,flybase
110,7227,FBgn0030850,stas,NE,,flybase
110,7227,FBgn0030851,CG8326,C,,flybase
110,7227,FBgn0030853,ND-24,C,,flybase
110,7227,FBgn0030854,CG8289,C,,flybase
110,7227,FBgn0030855,CG5800,C,,flybase
110,7227,FBgn0030858,IntS2,C,,flybase
110,7227,FBgn0030859,CG12990,NE,,flybase
110,7227,FBgn0030863,CG8188,NE,,flybase
110,7227,FBgn0030864,CG8173,C,,flybase
110,7227,FBgn0030868,CG12986,NE,,flybase
110,7227,FBgn0030869,Socs16D,NE,,flybase
110,7227,FBgn0030870,CG6398,NE,,flybase
110,7227,FBgn0030871,CG8142,NE,,flybase
110,7227,FBgn0030872,Ucp4A,NE,,flybase
110,7227,FBgn0030873,CG15814,NE,,flybase
110,7227,FBgn0030874,Spt7,NE,,flybase
110,7227,FBgn0030876,CG6762,NE,,flybase
110,7227,FBgn0030878,CG6769,E,,flybase
110,7227,FBgn0030880,CG6788,NE,,flybase
110,7227,FBgn0030881,CG12985,NE,,flybase
110,7227,FBgn0030883,CG7772,NE,,flybase
110,7227,FBgn0030884,CG6847,NE,,flybase
110,7227,FBgn0030886,CG12672,NE,,flybase
110,7227,FBgn0030887,CG6867,C,,flybase
110,7227,FBgn0030889,CG15373,NE,,flybase
110,7227,FBgn0030890,CG7536,NE,,flybase
110,7227,FBgn0030891,Ada3,C,,flybase
110,7227,FBgn0030892,CG7206,NE,,flybase
110,7227,FBgn0030893,RhoGAP16F,NE,,flybase
110,7227,FBgn0030894,Mvb12,NE,,flybase
110,7227,FBgn0030895,CG7135,C,,flybase
110,7227,FBgn0030897,Frq1,NE,,flybase
110,7227,FBgn0030898,Andorra,NE,,flybase
110,7227,FBgn0030899,Hesr,NE,,flybase
110,7227,FBgn0030900,Him,C,,flybase
110,7227,FBgn0030904,upd2,NE,,flybase
110,7227,FBgn0030905,CG15059,NE,,flybase
110,7227,FBgn0030912,CG6023,NE,,flybase
110,7227,FBgn0030913,CG6123,NE,,flybase
110,7227,FBgn0030914,CG6106,NE,,flybase
110,7227,FBgn0030915,CG6179,NE,,flybase
110,7227,FBgn0030918,CG15056,NE,,flybase
110,7227,FBgn0030921,CG6290,NE,,flybase
110,7227,FBgn0030925,Hayan,NE,,flybase
110,7227,FBgn0030926,psh,NE,,flybase
110,7227,FBgn0030927,CG15046,NE,,flybase
110,7227,FBgn0030928,CG15044,NE,,flybase
110,7227,FBgn0030929,CG15043,NE,,flybase
110,7227,FBgn0030930,Pgant7,C,,flybase
110,7227,FBgn0030931,Xrcc2,NE,,flybase
110,7227,FBgn0030932,Ggt-1,NE,,flybase
110,7227,FBgn0030933,CG6470,C,,flybase
110,7227,FBgn0030936,CG6481,NE,,flybase
110,7227,FBgn0030937,CG15042,NE,,flybase
110,7227,FBgn0030938,CG15047,C,,flybase
110,7227,FBgn0030940,CG15040,NE,,flybase
110,7227,FBgn0030941,wgn,NE,,flybase
110,7227,FBgn0030943,Nup35,NE,,flybase
110,7227,FBgn0030945,Ing3,NE,,flybase
110,7227,FBgn0030946,CG6659,NE,,flybase
110,7227,FBgn0030947,CG6696,NE,,flybase
110,7227,FBgn0030949,Cyp308a1,NE,,flybase
110,7227,FBgn0030951,CG6873,C,,flybase
110,7227,FBgn0030952,CG12609,NE,,flybase
110,7227,FBgn0030954,CCKLR-17D3,NE,,flybase
110,7227,FBgn0030955,CG6891,NE,,flybase
110,7227,FBgn0030958,CR6900,NE,,flybase
110,7227,FBgn0030960,Atg101,NE,,flybase
110,7227,FBgn0030961,CG7058,NE,,flybase
110,7227,FBgn0030963,CG7101,C,,flybase
110,7227,FBgn0030964,Pvf1,C,,flybase
110,7227,FBgn0030966,shop,C,,flybase
110,7227,FBgn0030968,CG7322,NE,,flybase
110,7227,FBgn0030969,Usp39,C,,flybase
110,7227,FBgn0030970,CG7326,C,,flybase
110,7227,FBgn0030973,CG7332,NE,,flybase
110,7227,FBgn0030974,Flacc,C,,flybase
110,7227,FBgn0030975,SdhBL,NE,,flybase
110,7227,FBgn0030976,CG7378,NE,,flybase
110,7227,FBgn0030979,CG14190,NE,,flybase
110,7227,FBgn0030981,CG14191,C,,flybase
110,7227,FBgn0030982,CG7423,C,,flybase
110,7227,FBgn0030983,CG15882,NE,,flybase
110,7227,FBgn0030984,tgy,C,,flybase
110,7227,FBgn0030985,Obp18a,C,,flybase
110,7227,FBgn0030989,Inx5,NE,,flybase
110,7227,FBgn0030990,CG7556,NE,,flybase
110,7227,FBgn0030991,CG7453,NE,,flybase
110,7227,FBgn0030992,CG33253,NE,,flybase
110,7227,FBgn0030993,Mec2,C,,flybase
110,7227,FBgn0030994,HP1D3csd,NE,,flybase
110,7227,FBgn0030995,CG7914,NE,,flybase
110,7227,FBgn0030996,CG14194,NE,,flybase
110,7227,FBgn0030997,CG7990,NE,,flybase
110,7227,FBgn0030998,CG14195,NE,,flybase
110,7227,FBgn0030999,Mur18B,NE,,flybase
110,7227,FBgn0031001,CG7884,NE,,flybase
110,7227,FBgn0031004,CG7992,NE,,flybase
110,7227,FBgn0031005,Hs3st-B,C,,flybase
110,7227,FBgn0031006,rictor,NE,,flybase
110,7227,FBgn0031008,CG8010,NE,,flybase
110,7227,FBgn0031010,CG8028,NE,,flybase
110,7227,FBgn0031012,CG8051,C,,flybase
110,7227,FBgn0031016,kek5,NE,,flybase
110,7227,FBgn0031018,CG12200,NE,,flybase
110,7227,FBgn0031020,Naa15-16,C,,flybase
110,7227,FBgn0031021,ND-18,C,,flybase
110,7227,FBgn0031022,CG12204,NE,,flybase
110,7227,FBgn0031026,CG12231,NE,,flybase
110,7227,FBgn0031030,Tao,C,,flybase
110,7227,FBgn0031031,CG14218,NE,,flybase
110,7227,FBgn0031032,CG14204,NE,,flybase
110,7227,FBgn0031034,CG14205,NE,,flybase
110,7227,FBgn0031037,CG14207,C,,flybase
110,7227,FBgn0031039,Shawn,E,,flybase
110,7227,FBgn0031040,CG14210,C,,flybase
110,7227,FBgn0031042,CG14221,NE,,flybase
110,7227,FBgn0031043,Naa20A,NE,,flybase
110,7227,FBgn0031044,MKP-4,NE,,flybase
110,7227,FBgn0031045,CG14212,NE,,flybase
110,7227,FBgn0031047,Rcd-1,NE,,flybase
110,7227,FBgn0031049,Sec61gamma,C,,flybase
110,7227,FBgn0031050,Arp10,C,,flybase
110,7227,FBgn0031051,Ranbp21,NE,,flybase
110,7227,FBgn0031052,Elys,NE,,flybase
110,7227,FBgn0031054,Ssu72,C,,flybase
110,7227,FBgn0031055,et,C,,flybase
110,7227,FBgn0031057,Ubqn,C,,flybase
110,7227,FBgn0031059,CG14229,C,,flybase
110,7227,FBgn0031061,CG14232,NE,,flybase
110,7227,FBgn0031062,CG14230,C,,flybase
110,7227,FBgn0031064,CG12531,NE,,flybase
110,7227,FBgn0031065,CG14234,NE,,flybase
110,7227,FBgn0031066,COX6B,C,,flybase
110,7227,FBgn0031068,Alr,E,,flybase
110,7227,FBgn0031069,Pmp70,NE,,flybase
110,7227,FBgn0031070,CG12702,NE,,flybase
110,7227,FBgn0031074,SkpE,C,,flybase
110,7227,FBgn0031077,THADA,C,,flybase
110,7227,FBgn0031078,Nup205,C,,flybase
110,7227,FBgn0031080,CG12655,NE,,flybase
110,7227,FBgn0031081,Nep3,NE,,flybase
110,7227,FBgn0031082,CG17003,NE,,flybase
110,7227,FBgn0031085,CG9570,NE,,flybase
110,7227,FBgn0031086,fd19B,C,,flybase
110,7227,FBgn0031088,CG15322,E,,flybase
110,7227,FBgn0031089,CG9572,NE,,flybase
110,7227,FBgn0031090,Rab35,NE,,flybase
110,7227,FBgn0031091,Phf7,NE,,flybase
110,7227,FBgn0031092,CG9577,NE,,flybase
110,7227,FBgn0031093,CG9581,NE,,flybase
110,7227,FBgn0031094,CG9578,NE,,flybase
110,7227,FBgn0031097,obst-A,C,,flybase
110,7227,FBgn0031098,CG17068,NE,,flybase
110,7227,FBgn0031099,CG17065,NE,,flybase
110,7227,FBgn0031100,CG1504,NE,,flybase
110,7227,FBgn0031101,CG1631,NE,,flybase
110,7227,FBgn0031103,CG12679,NE,,flybase
110,7227,FBgn0031104,jb,NE,,flybase
110,7227,FBgn0031106,Syx16,C,,flybase
110,7227,FBgn0031107,HERC2,NE,,flybase
110,7227,FBgn0031109,Obp19a,NE,,flybase
110,7227,FBgn0031110,Obp19b,NE,,flybase
110,7227,FBgn0031111,Obp19c,C,,flybase
110,7227,FBgn0031114,cactin,C,,flybase
110,7227,FBgn0031115,CG11710,NE,,flybase
110,7227,FBgn0031116,CG1695,NE,,flybase
110,7227,FBgn0031117,GstT3,NE,,flybase
110,7227,FBgn0031118,RhoGAP19D,C,,flybase
110,7227,FBgn0031119,CG1812,NE,,flybase
110,7227,FBgn0031126,Cyp6v1,NE,,flybase
110,7227,FBgn0031127,CG1835,C,,flybase
110,7227,FBgn0031128,hydra,NE,,flybase
110,7227,FBgn0031129,CG1324,NE,,flybase
110,7227,FBgn0031130,CG15452,NE,,flybase
110,7227,FBgn0031132,CG15450,NE,,flybase
110,7227,FBgn0031134,CG1314,NE,,flybase
110,7227,FBgn0031135,CR11235,NE,,flybase
110,7227,FBgn0031139,CG11227,NE,,flybase
110,7227,FBgn0031141,CG1304,NE,,flybase
110,7227,FBgn0031142,r-cup,NE,,flybase
110,7227,FBgn0031143,CG1532,C,,flybase
110,7227,FBgn0031144,CG1529,NE,,flybase
110,7227,FBgn0031145,Ntf-2,C,,flybase
110,7227,FBgn0031146,CG15449,NE,,flybase
110,7227,FBgn0031148,Cbs,NE,,flybase
110,7227,FBgn0031149,Stt3A,NE,,flybase
110,7227,FBgn0031150,bves,C,,flybase
110,7227,FBgn0031155,CG15446,NE,,flybase
110,7227,FBgn0031157,CG1503,NE,,flybase
110,7227,FBgn0031159,CG11566,NE,,flybase
110,7227,FBgn0031161,CG15445,C,,flybase
110,7227,FBgn0031164,CG1724,NE,,flybase
110,7227,FBgn0031168,CG1722,C,,flybase
110,7227,FBgn0031169,CG1494,C,,flybase
110,7227,FBgn0031170,ABCA,NE,,flybase
110,7227,FBgn0031171,CG1801,NE,,flybase
110,7227,FBgn0031176,whe,NE,,flybase
110,7227,FBgn0031178,CG10918,NE,,flybase
110,7227,FBgn0031181,Ir20a,NE,,flybase
110,7227,FBgn0031182,Cyp6t1,NE,,flybase
110,7227,FBgn0031183,CG14621,NE,,flybase
110,7227,FBgn0031184,CG14615,NE,,flybase
110,7227,FBgn0031187,Usp2,C,,flybase
110,7227,FBgn0031189,CG14618,NE,,flybase
110,7227,FBgn0031190,CG12576,C,,flybase
110,7227,FBgn0031191,Cp110,C,,flybase
110,7227,FBgn0031194,CG17598,NE,,flybase
110,7227,FBgn0031195,CG17600,C,,flybase
110,7227,FBgn0031196,Cluap1,NE,,flybase
110,7227,FBgn0031197,CG17601,NE,,flybase
110,7227,FBgn0031201,CG12446,NE,,flybase
110,7227,FBgn0031209,Ir21a,NE,,flybase
110,7227,FBgn0031214,CG11374,C,,flybase
110,7227,FBgn0031216,Zir,NE,,flybase
110,7227,FBgn0031219,CG13694,NE,,flybase
110,7227,FBgn0031220,CG4822,C,,flybase
110,7227,FBgn0031224,CG11454,NE,,flybase
110,7227,FBgn0031227,CG3709,C,,flybase
110,7227,FBgn0031228,ND-15,C,,flybase
110,7227,FBgn0031229,CG3436,NE,,flybase
110,7227,FBgn0031231,mRpL10,C,,flybase
110,7227,FBgn0031232,CG11617,C,,flybase
110,7227,FBgn0031233,Tbc1d15-17,NE,,flybase
110,7227,FBgn0031235,CG13693,NE,,flybase
110,7227,FBgn0031238,CG3645,NE,,flybase
110,7227,FBgn0031239,CG17075,NE,,flybase
110,7227,FBgn0031240,CG3345,C,,flybase
110,7227,FBgn0031244,CG11601,NE,,flybase
110,7227,FBgn0031245,CG3625,C,,flybase
110,7227,FBgn0031247,CG11562,C,,flybase
110,7227,FBgn0031248,CG11912,NE,,flybase
110,7227,FBgn0031249,CG11911,NE,,flybase
110,7227,FBgn0031250,Ent1,C,,flybase
110,7227,FBgn0031251,CG4213,C,,flybase
110,7227,FBgn0031252,CG13690,NE,,flybase
110,7227,FBgn0031254,CG13692,NE,,flybase
110,7227,FBgn0031255,BBS8,NE,,flybase
110,7227,FBgn0031256,shv,C,,flybase
110,7227,FBgn0031257,CG4133,NE,,flybase
110,7227,FBgn0031258,CG4297,NE,,flybase
110,7227,FBgn0031260,Spp,C,,flybase
110,7227,FBgn0031261,nAChRbeta3,NE,,flybase
110,7227,FBgn0031263,Tspo,NE,,flybase
110,7227,FBgn0031265,CG2794,NE,,flybase
110,7227,FBgn0031266,Sf3b1,C,,flybase
110,7227,FBgn0031267,Ipk2,C,,flybase
110,7227,FBgn0031268,cold,C,,flybase
110,7227,FBgn0031270,CG13689,C,,flybase
110,7227,FBgn0031273,CG2839,NE,,flybase
110,7227,FBgn0031276,CG12506,NE,,flybase
110,7227,FBgn0031277,CG13947,NE,,flybase
110,7227,FBgn0031279,CG3544,NE,,flybase
110,7227,FBgn0031281,Saf6,NE,,flybase
110,7227,FBgn0031282,Pex12,NE,,flybase
110,7227,FBgn0031283,CG15880,NE,,flybase
110,7227,FBgn0031284,PGAP2,NE,,flybase
110,7227,FBgn0031285,CG3662,NE,,flybase
110,7227,FBgn0031286,CG3862,NE,,flybase
110,7227,FBgn0031287,CG4291,NE,,flybase
110,7227,FBgn0031288,CG13949,NE,,flybase
110,7227,FBgn0031289,CG13950,NE,,flybase
110,7227,FBgn0031292,CG15824,NE,,flybase
110,7227,FBgn0031294,IA-2,NE,,flybase
110,7227,FBgn0031295,CG4375,NE,,flybase
110,7227,FBgn0031296,CG4415,NE,,flybase
110,7227,FBgn0031298,Atg4a,C,,flybase
110,7227,FBgn0031299,CG4629,NE,,flybase
110,7227,FBgn0031301,CG14339,NE,,flybase
110,7227,FBgn0031302,CG14340,NE,,flybase
110,7227,FBgn0031304,CG4552,C,,flybase
110,7227,FBgn0031305,Iris,NE,,flybase
110,7227,FBgn0031306,CG4577,C,,flybase
110,7227,FBgn0031307,MFS3,NE,,flybase
