ID,dataset,taxaID,locus,gene,score,essentiality,Ref_db,pmid
7984,109,83333,bcsE,bcsE,0,NE,PEC,
7985,109,83333,bcsF,bcsF,0,NE,PEC,
7986,109,83333,bcsG,bcsG,0,NE,PEC,
7987,109,83333,bcsZ,bcsZ,0,NE,PEC,
7988,109,83333,bdm,bdm,0,NE,PEC,
7989,109,83333,betA,betA,0,NE,PEC,
7990,109,83333,betB,betB,0,NE,PEC,
7991,109,83333,betI,betI,0,NE,PEC,
7992,109,83333,betT,betT,0,NE,PEC,
7993,109,83333,bfd,bfd,0,NE,PEC,
7994,109,83333,bfr,bfr,0,NE,PEC,
7995,109,83333,bglA,bglA,0,NE,PEC,
7996,109,83333,bglB,bglB,0,NE,PEC,
7997,109,83333,bglF,bglF,0,NE,PEC,
7998,109,83333,bglG,bglG,0,NE,PEC,
7999,109,83333,bglH,bglH,0,NE,PEC,
8000,109,83333,bglJ,bglJ,0,NE,PEC,
8001,109,83333,bglX,bglX,0,NE,PEC,
8002,109,83333,bioA,bioA,0,NE,PEC,
8003,109,83333,bioB,bioB,0,NE,PEC,
8004,109,83333,bioC,bioC,0,NE,PEC,
8005,109,83333,bioD,bioD,0,NE,PEC,
8006,109,83333,bioF,bioF,0,NE,PEC,
8007,109,83333,bioH,bioH,0,NE,PEC,
8008,109,83333,bipA,bipA,0,NE,PEC,
8009,109,83333,birA,birA,1,E,PEC,
8010,109,83333,bisC,bisC,0,NE,PEC,
8011,109,83333,blc,blc,0,NE,PEC,
8012,109,83333,blr,blr,0,NE,PEC,
8013,109,83333,bolA,bolA,0,NE,PEC,
8014,109,83333,borD,borD,0,NE,PEC,
8015,109,83333,brnQ,brnQ,0,NE,PEC,
8016,109,83333,btuB,btuB,0,NE,PEC,
8017,109,83333,btuC,btuC,0,NE,PEC,
8018,109,83333,btuD,btuD,0,NE,PEC,
8019,109,83333,btuE,btuE,0,NE,PEC,
8020,109,83333,btuF,btuF,0,NE,PEC,
8021,109,83333,btuR,btuR,0,NE,PEC,
8022,109,83333,cadA,cadA,0,NE,PEC,
8023,109,83333,cadB,cadB,0,NE,PEC,
8024,109,83333,cadC,cadC,0,NE,PEC,
8025,109,83333,caiA,caiA,0,NE,PEC,
8026,109,83333,caiB,caiB,0,NE,PEC,
8027,109,83333,caiC,caiC,0,NE,PEC,
8028,109,83333,caiD,caiD,0,NE,PEC,
8029,109,83333,caiE,caiE,0,NE,PEC,
8030,109,83333,caiF,caiF,0,NE,PEC,
8031,109,83333,caiT,caiT,0,NE,PEC,
8032,109,83333,can,can,0.25,C,PEC,
8033,109,83333,carA,carA,0,NE,PEC,
8034,109,83333,carB,carB,0,NE,PEC,
8035,109,83333,cbl,cbl,0,NE,PEC,
8036,109,83333,cbpA,cbpA,0,NE,PEC,
8037,109,83333,cbpM,cbpM,0,NE,PEC,
8038,109,83333,cbrA,cbrA,0,NE,PEC,
8039,109,83333,cbrC,cbrC,0,NE,PEC,
8040,109,83333,cca,cca,1,E,PEC,
8041,109,83333,cchA,cchA,0,NE,PEC,
8042,109,83333,cchB,cchB,0,NE,PEC,
8043,109,83333,ccmA,ccmA,0,NE,PEC,
8044,109,83333,ccmB,ccmB,0,NE,PEC,
8045,109,83333,ccmC,ccmC,0,NE,PEC,
8046,109,83333,ccmD,ccmD,0,NE,PEC,
8047,109,83333,ccmE,ccmE,0,NE,PEC,
8048,109,83333,ccmF,ccmF,0,NE,PEC,
8049,109,83333,ccmG,ccmG,0,NE,PEC,
8050,109,83333,ccmH,ccmH,0,NE,PEC,
8051,109,83333,cdaR,cdaR,0,NE,PEC,
8052,109,83333,cdd,cdd,0,NE,PEC,
8053,109,83333,cdh,cdh,0,NE,PEC,
8054,109,83333,cdsA,cdsA,1,E,PEC,
8055,109,83333,cedA,cedA,0,NE,PEC,
8056,109,83333,cfa,cfa,0,NE,PEC,
8057,109,83333,chaA,chaA,0,NE,PEC,
8058,109,83333,chaB,chaB,0,NE,PEC,
8059,109,83333,chaC,chaC,0,NE,PEC,
8060,109,83333,chbA,chbA,0,NE,PEC,
8061,109,83333,chbB,chbB,0,NE,PEC,
8062,109,83333,chbC,chbC,0,NE,PEC,
8063,109,83333,chbF,chbF,0,NE,PEC,
8064,109,83333,chbG,chbG,0,NE,PEC,
8065,109,83333,chbR,chbR,0,NE,PEC,
8066,109,83333,cheA,cheA,0,NE,PEC,
8067,109,83333,cheB,cheB,0,NE,PEC,
8068,109,83333,cheR,cheR,0,NE,PEC,
8069,109,83333,cheW,cheW,0,NE,PEC,
8070,109,83333,cheY,cheY,0,NE,PEC,
8071,109,83333,cheZ,cheZ,0,NE,PEC,
8072,109,83333,chiA,chiA,0,NE,PEC,
8073,109,83333,chpA,chpA,0,NE,PEC,
8074,109,83333,chpB,chpB,0,NE,PEC,
8075,109,83333,chpR,chpR,0,NE,PEC,
8076,109,83333,chpS,chpS,0,NE,PEC,
8077,109,83333,cirA,cirA,0,NE,PEC,
8078,109,83333,citA,citA,0,NE,PEC,
8079,109,83333,citB,citB,0,NE,PEC,
8080,109,83333,citC,citC,0,NE,PEC,
8081,109,83333,citD,citD,0,NE,PEC,
8082,109,83333,citE,citE,0,NE,PEC,
8083,109,83333,citF,citF,0,NE,PEC,
8084,109,83333,citG,citG,0,NE,PEC,
8085,109,83333,citT,citT,0,NE,PEC,
8086,109,83333,citX,citX,0,NE,PEC,
8087,109,83333,clcA,clcA,0,NE,PEC,
8088,109,83333,clcB,clcB,0,NE,PEC,
8089,109,83333,cld,cld,0,NE,PEC,
8090,109,83333,clpA,clpA,0,NE,PEC,
8091,109,83333,clpB,clpB,0,NE,PEC,
8092,109,83333,clpP,clpP,0,NE,PEC,
8093,109,83333,clpS,clpS,0,NE,PEC,
8094,109,83333,clpX,clpX,0,NE,PEC,
8095,109,83333,cls,cls,0,NE,PEC,
8096,109,83333,cmk,cmk,0,NE,PEC,
8097,109,83333,cmr,cmr,0,NE,PEC,
8098,109,83333,cmtA,cmtA,0,NE,PEC,
8099,109,83333,cmtB,cmtB,0,NE,PEC,
8100,109,83333,coaA,coaA,1,E,PEC,
8101,109,83333,coaD,coaD,1,E,PEC,
8102,109,83333,coaE,coaE,1,E,PEC,
8103,109,83333,cobB,cobB,0,NE,PEC,
8104,109,83333,cobC,cobC,0,NE,PEC,
8105,109,83333,cobS,cobS,0,NE,PEC,
8106,109,83333,cobT,cobT,0,NE,PEC,
8107,109,83333,cobU,cobU,0,NE,PEC,
8108,109,83333,codA,codA,0,NE,PEC,
8109,109,83333,codB,codB,0,NE,PEC,
8110,109,83333,cof,cof,0,NE,PEC,
8111,109,83333,copA,copA,0,NE,PEC,
8112,109,83333,corA,corA,0,NE,PEC,
8113,109,83333,cpdA,cpdA,0,NE,PEC,
8114,109,83333,cpdB,cpdB,0,NE,PEC,
8115,109,83333,cpsB,cpsB,0,NE,PEC,
8116,109,83333,cpsG,cpsG,0,NE,PEC,
8117,109,83333,cpxA,cpxA,0,NE,PEC,
8118,109,83333,cpxP,cpxP,0,NE,PEC,
8119,109,83333,cpxR,cpxR,0,NE,PEC,
8120,109,83333,crcA,crcA,0,NE,PEC,
8121,109,83333,crcB,crcB,0,NE,PEC,
8122,109,83333,creA,creA,0,NE,PEC,
8123,109,83333,creB,creB,0,NE,PEC,
8124,109,83333,creC,creC,0,NE,PEC,
8125,109,83333,creD,creD,0,NE,PEC,
8126,109,83333,crl,crl,0,NE,PEC,
8127,109,83333,crp,crp,0,NE,PEC,
8128,109,83333,crr,crr,0,NE,PEC,
8129,109,83333,csdA,csdA,0,NE,PEC,
8130,109,83333,csgA,csgA,0,NE,PEC,
8131,109,83333,csgB,csgB,0,NE,PEC,
8132,109,83333,csgC,csgC,0,NE,PEC,
8133,109,83333,csgD,csgD,0,NE,PEC,
8134,109,83333,csgE,csgE,0,NE,PEC,
8135,109,83333,csgF,csgF,0,NE,PEC,
8136,109,83333,csgG,csgG,0,NE,PEC,
8137,109,83333,csiE,csiE,0,NE,PEC,
8138,109,83333,csiR,csiR,0,NE,PEC,
8139,109,83333,cspA,cspA,0,NE,PEC,
8140,109,83333,cspB,cspB,0,NE,PEC,
8141,109,83333,cspC,cspC,0,NE,PEC,
8142,109,83333,cspD,cspD,0,NE,PEC,
8143,109,83333,cspE,cspE,0,NE,PEC,
8144,109,83333,cspF,cspF,0,NE,PEC,
8145,109,83333,cspG,cspG,0,NE,PEC,
8146,109,83333,cspH,cspH,0,NE,PEC,
8147,109,83333,cspI,cspI,0,NE,PEC,
8148,109,83333,csrA,csrA,1,E,PEC,
8149,109,83333,csrB,csrB,0,NE,PEC,
8150,109,83333,csrC,csrC,0,NE,PEC,
8151,109,83333,cstA,cstA,0,NE,PEC,
8152,109,83333,cueO,cueO,0,NE,PEC,
8153,109,83333,cueR,cueR,0,NE,PEC,
8154,109,83333,cusA,cusA,0,NE,PEC,
8155,109,83333,cusB,cusB,0,NE,PEC,
8156,109,83333,cusC,cusC,0,NE,PEC,
8157,109,83333,cusF,cusF,0,NE,PEC,
8158,109,83333,cusR,cusR,0,NE,PEC,
8159,109,83333,cusS,cusS,0,NE,PEC,
8160,109,83333,cutA,cutA,0,NE,PEC,
8161,109,83333,cutC,cutC,0,NE,PEC,
8162,109,83333,cvpA,cvpA,0,NE,PEC,
8163,109,83333,cvrA,cvrA,0,NE,PEC,
8164,109,83333,cyaA,cyaA,0,NE,PEC,
8165,109,83333,cyaY,cyaY,0,NE,PEC,
8166,109,83333,cybB,cybB,0,NE,PEC,
8167,109,83333,cybC,cybC,0,NE,PEC,
8168,109,83333,cycA,cycA,0,NE,PEC,
8169,109,83333,cydA,cydA,0,NE,PEC,
8170,109,83333,cydB,cydB,0,NE,PEC,
8171,109,83333,cydC,cydC,0,NE,PEC,
8172,109,83333,cydD,cydD,0,NE,PEC,
8173,109,83333,cynR,cynR,0,NE,PEC,
8174,109,83333,cynS,cynS,0,NE,PEC,
8175,109,83333,cynT,cynT,0,NE,PEC,
8176,109,83333,cynX,cynX,0,NE,PEC,
8177,109,83333,cyoA,cyoA,0,NE,PEC,
8178,109,83333,cyoB,cyoB,0,NE,PEC,
8179,109,83333,cyoC,cyoC,0,NE,PEC,
8180,109,83333,cyoD,cyoD,0,NE,PEC,
8181,109,83333,cyoE,cyoE,0,NE,PEC,
8182,109,83333,cysA,cysA,0,NE,PEC,
8183,109,83333,cysB,cysB,0,NE,PEC,
8184,109,83333,cysC,cysC,0,NE,PEC,
8185,109,83333,cysD,cysD,0,NE,PEC,
8186,109,83333,cysE,cysE,0,NE,PEC,
8187,109,83333,cysG,cysG,0,NE,PEC,
8188,109,83333,cysH,cysH,0,NE,PEC,
8189,109,83333,cysI,cysI,0,NE,PEC,
8190,109,83333,cysJ,cysJ,0,NE,PEC,
8191,109,83333,cysK,cysK,0,NE,PEC,
8192,109,83333,cysM,cysM,0,NE,PEC,
8193,109,83333,cysN,cysN,0,NE,PEC,
8194,109,83333,cysP,cysP,0,NE,PEC,
8195,109,83333,cysQ,cysQ,0,NE,PEC,
8196,109,83333,cysS,cysS,1,E,PEC,
8197,109,83333,cysT,cysT,0.25,C,PEC,
8198,109,83333,cysU,cysU,0,NE,PEC,
8199,109,83333,cysW,cysW,0,NE,PEC,
8200,109,83333,cysZ,cysZ,0,NE,PEC,
8201,109,83333,cytR,cytR,0,NE,PEC,
8202,109,83333,dacA,dacA,0,NE,PEC,
8203,109,83333,dacB,dacB,0,NE,PEC,
8204,109,83333,dacC,dacC,0,NE,PEC,
8205,109,83333,dacD,dacD,0,NE,PEC,
8206,109,83333,dadA,dadA,0,NE,PEC,
8207,109,83333,dadX,dadX,0,NE,PEC,
8208,109,83333,dam,dam,0,NE,PEC,
8209,109,83333,damX,damX,0,NE,PEC,
8210,109,83333,dapA,dapA,1,E,PEC,
8211,109,83333,dapB,dapB,1,E,PEC,
8212,109,83333,dapD,dapD,1,E,PEC,
8213,109,83333,dapE,dapE,1,E,PEC,
8214,109,83333,dapF,dapF,0,NE,PEC,
8215,109,83333,dbpA,dbpA,0,NE,PEC,
8216,109,83333,dcd,dcd,0,NE,PEC,
8217,109,83333,dcm,dcm,0,NE,PEC,
8218,109,83333,dcp,dcp,0,NE,PEC,
8219,109,83333,dcrB,dcrB,0,NE,PEC,
8220,109,83333,dctA,dctA,0,NE,PEC,
8221,109,83333,dcuA,dcuA,0,NE,PEC,
8222,109,83333,dcuB,dcuB,0,NE,PEC,
8223,109,83333,dcuD,dcuD,0,NE,PEC,
8224,109,83333,dcuR,dcuR,0,NE,PEC,
8225,109,83333,dcuS,dcuS,0,NE,PEC,
8226,109,83333,ddg,ddg,0,NE,PEC,
8227,109,83333,ddlA,ddlA,0,NE,PEC,
8228,109,83333,ddlB,ddlB,0,NE,PEC,
8229,109,83333,ddpA,ddpA,0,NE,PEC,
8230,109,83333,ddpB,ddpB,0,NE,PEC,
8231,109,83333,ddpC,ddpC,0,NE,PEC,
8232,109,83333,ddpD,ddpD,0,NE,PEC,
8233,109,83333,ddpF,ddpF,0,NE,PEC,
8234,109,83333,ddpX,ddpX,0,NE,PEC,
8235,109,83333,deaD,deaD,0,NE,PEC,
8236,109,83333,dedA,dedA,0,NE,PEC,
8237,109,83333,dedD,dedD,0,NE,PEC,
8238,109,83333,def,def,1,E,PEC,
8239,109,83333,degP,degP,0,NE,PEC,
8240,109,83333,degQ,degQ,0,NE,PEC,
8241,109,83333,degS,degS,1,E,PEC,
8242,109,83333,deoA,deoA,0,NE,PEC,
8243,109,83333,deoB,deoB,0,NE,PEC,
8244,109,83333,deoC,deoC,0,NE,PEC,
8245,109,83333,deoD,deoD,0,NE,PEC,
8246,109,83333,deoR,deoR,0,NE,PEC,
8247,109,83333,der,der,1,E,PEC,
8248,109,83333,dfp,dfp,1,E,PEC,
8249,109,83333,dgkA,dgkA,0,NE,PEC,
8250,109,83333,dgoA,dgoA,0,NE,PEC,
8251,109,83333,dgoD,dgoD,0,NE,PEC,
8252,109,83333,dgoK,dgoK,0,NE,PEC,
8253,109,83333,dgoR,dgoR,0,NE,PEC,
8254,109,83333,dgoT,dgoT,0,NE,PEC,
8255,109,83333,dgsA,dgsA,0,NE,PEC,
8256,109,83333,dgt,dgt,0,NE,PEC,
8257,109,83333,dhaH,dhaH,0,NE,PEC,
8258,109,83333,dhaK,dhaK,0,NE,PEC,
8259,109,83333,dhaL,dhaL,0,NE,PEC,
8260,109,83333,dhaR,dhaR,0,NE,PEC,
8261,109,83333,dicA,dicA,0,NE,PEC,
8262,109,83333,dicB,dicB,0,NE,PEC,
8263,109,83333,dicC,dicC,0,NE,PEC,
8264,109,83333,dicF,dicF,0,NE,PEC,
8265,109,83333,dinB,dinB,0,NE,PEC,
8266,109,83333,dinD,dinD,0,NE,PEC,
8267,109,83333,dinF,dinF,0,NE,PEC,
8268,109,83333,dinG,dinG,0,NE,PEC,
8269,109,83333,dinI,dinI,0,NE,PEC,
8270,109,83333,dinJ,dinJ,0,NE,PEC,
8271,109,83333,dipZ,dipZ,0,NE,PEC,
8272,109,83333,djlA,djlA,0,NE,PEC,
8273,109,83333,djlB,djlB,0,NE,PEC,
8274,109,83333,djlC,djlC,0,NE,PEC,
8275,109,83333,dkgA,dkgA,0,NE,PEC,
8276,109,83333,dkgB,dkgB,0,NE,PEC,
8277,109,83333,dksA,dksA,0,NE,PEC,
8278,109,83333,dld,dld,0,NE,PEC,
8279,109,83333,dmsA,dmsA,0,NE,PEC,
8280,109,83333,dmsB,dmsB,0,NE,PEC,
8281,109,83333,dmsC,dmsC,0,NE,PEC,
8282,109,83333,dmsD,dmsD,0,NE,PEC,
8283,109,83333,dnaA,dnaA,1,E,PEC,
8284,109,83333,dnaB,dnaB,1,E,PEC,
8285,109,83333,dnaC,dnaC,1,E,PEC,
8286,109,83333,dnaE,dnaE,1,E,PEC,
8287,109,83333,dnaG,dnaG,1,E,PEC,
8288,109,83333,dnaJ,dnaJ,0,NE,PEC,
8289,109,83333,dnaK,dnaK,0,NE,PEC,
8290,109,83333,dnaN,dnaN,1,E,PEC,
8291,109,83333,dnaQ,dnaQ,0,NE,PEC,
8292,109,83333,dnaT,dnaT,1,E,PEC,
8293,109,83333,dnaX,dnaX,1,E,PEC,
8294,109,83333,dos,dos,0,NE,PEC,
8295,109,83333,dppA,dppA,0,NE,PEC,
8296,109,83333,dppB,dppB,0,NE,PEC,
8297,109,83333,dppC,dppC,0,NE,PEC,
8298,109,83333,dppD,dppD,0,NE,PEC,
8299,109,83333,dppF,dppF,0,NE,PEC,
8300,109,83333,dps,dps,0,NE,PEC,
8301,109,83333,dsbA,dsbA,0,NE,PEC,
