ID,dataset,taxaID,locus,gene,score,essentiality,Ref_db,pmid
140587,174,83333,b0634,,,E,,13129938
140588,174,83333,b0635,,,E,,13129938
140589,174,83333,b0636,,,E,,13129938
140590,174,83333,b0637,,,NE,,13129938
140591,174,83333,b0638,,,NE,,13129938
140592,174,83333,b0639,,,NE,,13129938
140593,174,83333,b0640,,,E,,13129938
140594,174,83333,b0641,,,E,,13129938
140595,174,83333,b0642,,,E,,13129938
140596,174,83333,b0644,,,NE,,13129938
140597,174,83333,b0645,,,NE,,13129938
140598,174,83333,b0646,,,NE,,13129938
140599,174,83333,b0647,,,NE,,13129938
140600,174,83333,b0648,,,NE,,13129938
140601,174,83333,b0649,,,NE,,13129938
140602,174,83333,b0650,,,NE,,13129938
140603,174,83333,b0651,,,NE,,13129938
140604,174,83333,b0652,,,E,,13129938
140605,174,83333,b0653,,,E,,13129938
140606,174,83333,b0654,,,NE,,13129938
140607,174,83333,b0655,,,NE,,13129938
140608,174,83333,b0656,,,NE,,13129938
140609,174,83333,b0658,,,NE,,13129938
140610,174,83333,b0659,,,E,,13129938
140611,174,83333,b0660,,,NE,,13129938
140612,174,83333,b0661,,,NE,,13129938
140613,174,83333,b0662,,,NE,,13129938
140614,174,83333,b0663,,,NE,,13129938
140615,174,83333,b0674,,,NE,,13129938
140616,174,83333,b0675,,,NE,,13129938
140617,174,83333,b0676,,,NE,,13129938
140618,174,83333,b0677,,,NE,,13129938
140619,174,83333,b0678,,,NE,,13129938
140620,174,83333,b0679,,,NE,,13129938
140621,174,83333,b0680,,,E,,13129938
140622,174,83333,b0681,,,NE,,13129938
140623,174,83333,b0682,,,E,,13129938
140624,174,83333,b0683,,,NE,,13129938
140625,174,83333,b0684,,,NE,,13129938
140626,174,83333,b0685,,,NE,,13129938
140627,174,83333,b0686,,,NE,,13129938
140628,174,83333,b0687,,,E,,13129938
140629,174,83333,b0688,,,NE,,13129938
140630,174,83333,b0689,,,NE,,13129938
140631,174,83333,b0691,,,NE,,13129938
140632,174,83333,b0692,,,NE,,13129938
140633,174,83333,b0693,,,NE,,13129938
140634,174,83333,b0694,,,NE,,13129938
140635,174,83333,b0695,,,NE,,13129938
140636,174,83333,b0697,,,NE,,13129938
140637,174,83333,b0698,,,NE,,13129938
140638,174,83333,b0699,,,NE,,13129938
140639,174,83333,b0700,,,NE,,13129938
140640,174,83333,b0702,,,E,,13129938
140641,174,83333,b0703,,,NE,,13129938
140642,174,83333,b0704,,,E,,13129938
140643,174,83333,b0705,,,NE,,13129938
140644,174,83333,b0706,,,NE,,13129938
140645,174,83333,b0708,,,E,,13129938
140646,174,83333,b0709,,,NE,,13129938
140647,174,83333,b0710,,,NE,,13129938
140648,174,83333,b0711,,,NE,,13129938
140649,174,83333,b0712,,,NE,,13129938
140650,174,83333,b0715,,,NE,,13129938
140651,174,83333,b0716,,,NE,,13129938
140652,174,83333,b0717,,,E,,13129938
140653,174,83333,b0718,,,NE,,13129938
140654,174,83333,b0720,,,NE,,13129938
140655,174,83333,b0721,,,NE,,13129938
