ID,dataset,taxaID,locus,gene,score,essentiality,Ref_db,pmid
140018,174,83333,b0002,,,NE,,13129938
140019,174,83333,b0004,,,NE,,13129938
140020,174,83333,b0005,,,NE,,13129938
140021,174,83333,b0006,,,NE,,13129938
140022,174,83333,b0007,,,NE,,13129938
140023,174,83333,b0008,,,NE,,13129938
140024,174,83333,b0009,,,E,,13129938
140025,174,83333,b0010,,,NE,,13129938
140026,174,83333,b0011,,,NE,,13129938
140027,174,83333,b0013,,,NE,,13129938
140028,174,83333,b0014,,,E,,13129938
140029,174,83333,b0015,,,NE,,13129938
140030,174,83333,b0016,,,NE,,13129938
140031,174,83333,b0018,,,NE,,13129938
140032,174,83333,b0019,,,NE,,13129938
140033,174,83333,b0020,,,NE,,13129938
140034,174,83333,b0021,,,NE,,13129938
140035,174,83333,b0022,,,E,,13129938
140036,174,83333,b0023,,,E,,13129938
140037,174,83333,b0025,,,E,,13129938
140038,174,83333,b0026,,,E,,13129938
140039,174,83333,b0027,,,E,,13129938
140040,174,83333,b0028,,,NE,,13129938
140041,174,83333,b0029,,,E,,13129938
140042,174,83333,b0030,,,NE,,13129938
140043,174,83333,b0031,,,E,,13129938
140044,174,83333,b0032,,,NE,,13129938
140045,174,83333,b0033,,,NE,,13129938
140046,174,83333,b0034,,,NE,,13129938
140047,174,83333,b0035,,,NE,,13129938
140048,174,83333,b0036,,,NE,,13129938
140049,174,83333,b0037,,,NE,,13129938
140050,174,83333,b0038,,,NE,,13129938
140051,174,83333,b0039,,,NE,,13129938
140052,174,83333,b0040,,,NE,,13129938
140053,174,83333,b0041,,,NE,,13129938
140054,174,83333,b0042,,,NE,,13129938
140055,174,83333,b0043,,,NE,,13129938
140056,174,83333,b0044,,,NE,,13129938
140057,174,83333,b0045,,,NE,,13129938
140058,174,83333,b0046,,,NE,,13129938
140059,174,83333,b0047,,,NE,,13129938
140060,174,83333,b0048,,,E,,13129938
140061,174,83333,b0049,,,NE,,13129938
140062,174,83333,b0050,,,NE,,13129938
140063,174,83333,b0051,,,NE,,13129938
140064,174,83333,b0052,,,NE,,13129938
140065,174,83333,b0053,,,NE,,13129938
140066,174,83333,b0054,,,E,,13129938
140067,174,83333,b0055,,,NE,,13129938
140068,174,83333,b0056,,,NE,,13129938
140069,174,83333,b0057,,,NE,,13129938
140070,174,83333,b0058,,,E,,13129938
140071,174,83333,b0059,,,NE,,13129938
140072,174,83333,b0060,,,NE,,13129938
140073,174,83333,b0061,,,NE,,13129938
140074,174,83333,b0062,,,NE,,13129938
140075,174,83333,b0063,,,NE,,13129938
140076,174,83333,b0064,,,NE,,13129938
140077,174,83333,b0065,,,NE,,13129938
140078,174,83333,b0066,,,NE,,13129938
140079,174,83333,b0067,,,NE,,13129938
140080,174,83333,b0068,,,NE,,13129938
140081,174,83333,b0069,,,NE,,13129938
140082,174,83333,b0070,,,NE,,13129938
140083,174,83333,b0071,,,NE,,13129938
140084,174,83333,b0072,,,NE,,13129938
140085,174,83333,b0073,,,NE,,13129938
140086,174,83333,b0074,,,NE,,13129938
140087,174,83333,b0075,,,NE,,13129938
140088,174,83333,b0076,,,NE,,13129938
140089,174,83333,b0077,,,NE,,13129938
140090,174,83333,b0078,,,NE,,13129938
140091,174,83333,b0080,,,NE,,13129938
140092,174,83333,b0081,,,NE,,13129938
140093,174,83333,b0082,,,E,,13129938
140094,174,83333,b0083,,,E,,13129938
140095,174,83333,b0084,,,E,,13129938
140096,174,83333,b0085,,,E,,13129938
140097,174,83333,b0086,,,NE,,13129938
140098,174,83333,b0087,,,NE,,13129938
140099,174,83333,b0088,,,E,,13129938
140100,174,83333,b0089,,,E,,13129938
140101,174,83333,b0090,,,E,,13129938
140102,174,83333,b0091,,,E,,13129938
140103,174,83333,b0092,,,E,,13129938
140104,174,83333,b0093,,,E,,13129938
140105,174,83333,b0094,,,E,,13129938
140106,174,83333,b0095,,,E,,13129938
140107,174,83333,b0097,,,E,,13129938
140108,174,83333,b0098,,,E,,13129938
140109,174,83333,b0099,,,NE,,13129938
140110,174,83333,b0102,,,NE,,13129938
140111,174,83333,b0103,,,E,,13129938
140112,174,83333,b0104,,,NE,,13129938
140113,174,83333,b0106,,,NE,,13129938
140114,174,83333,b0107,,,NE,,13129938
140115,174,83333,b0108,,,NE,,13129938
140116,174,83333,b0109,,,NE,,13129938
140117,174,83333,b0110,,,NE,,13129938
140118,174,83333,b0111,,,NE,,13129938
140119,174,83333,b0112,,,NE,,13129938
140120,174,83333,b0113,,,NE,,13129938
140121,174,83333,b0114,,,NE,,13129938
140122,174,83333,b0115,,,E,,13129938
140123,174,83333,b0116,,,E,,13129938
140124,174,83333,b0117,,,NE,,13129938
140125,174,83333,b0118,,,NE,,13129938
140126,174,83333,b0119,,,NE,,13129938
140127,174,83333,b0120,,,NE,,13129938
140128,174,83333,b0121,,,NE,,13129938
140129,174,83333,b0122,,,E,,13129938
140130,174,83333,b0123,,,NE,,13129938
140131,174,83333,b0124,,,NE,,13129938
140132,174,83333,b0125,,,NE,,13129938
140133,174,83333,b0126,,,E,,13129938
140134,174,83333,b0127,,,NE,,13129938
140135,174,83333,b0128,,,NE,,13129938
140136,174,83333,b0129,,,E,,13129938
140137,174,83333,b0130,,,NE,,13129938
140138,174,83333,b0131,,,NE,,13129938
140139,174,83333,b0132,,,NE,,13129938
140140,174,83333,b0133,,,NE,,13129938
140141,174,83333,b0134,,,NE,,13129938
140142,174,83333,b0135,,,NE,,13129938
140143,174,83333,b0136,,,NE,,13129938
140144,174,83333,b0137,,,NE,,13129938
140145,174,83333,b0138,,,NE,,13129938
140146,174,83333,b0139,,,NE,,13129938
140147,174,83333,b0140,,,NE,,13129938
140148,174,83333,b0141,,,NE,,13129938
140149,174,83333,b0142,,,E,,13129938
140150,174,83333,b0143,,,NE,,13129938
140151,174,83333,b0144,,,NE,,13129938
140152,174,83333,b0145,,,NE,,13129938
140153,174,83333,b0146,,,NE,,13129938
140154,174,83333,b0147,,,NE,,13129938
140155,174,83333,b0148,,,NE,,13129938
140156,174,83333,b0149,,,NE,,13129938
140157,174,83333,b0150,,,NE,,13129938
140158,174,83333,b0151,,,NE,,13129938
140159,174,83333,b0152,,,NE,,13129938
140160,174,83333,b0153,,,NE,,13129938
140161,174,83333,b0154,,,E,,13129938
140162,174,83333,b0155,,,NE,,13129938
140163,174,83333,b0156,,,NE,,13129938
140164,174,83333,b0158,,,NE,,13129938
140165,174,83333,b0159,,,E,,13129938
140166,174,83333,b0160,,,NE,,13129938
140167,174,83333,b0161,,,NE,,13129938
140168,174,83333,b0162,,,NE,,13129938
140169,174,83333,b0163,,,NE,,13129938
140170,174,83333,b0164,,,NE,,13129938
140171,174,83333,b0166,,,E,,13129938
140172,174,83333,b0167,,,E,,13129938
140173,174,83333,b0168,,,E,,13129938
140174,174,83333,b0169,,,E,,13129938
140175,174,83333,b0170,,,E,,13129938
140176,174,83333,b0171,,,E,,13129938
140177,174,83333,b0172,,,E,,13129938
140178,174,83333,b0173,,,E,,13129938
140179,174,83333,b0174,,,E,,13129938
140180,174,83333,b0175,,,E,,13129938
140181,174,83333,b0176,,,NE,,13129938
140182,174,83333,b0177,,,E,,13129938
140183,174,83333,b0178,,,NE,,13129938
140184,174,83333,b0180,,,E,,13129938
140185,174,83333,b0181,,,E,,13129938
140186,174,83333,b0182,,,E,,13129938
140187,174,83333,b0183,,,E,,13129938
140188,174,83333,b0184,,,E,,13129938
140189,174,83333,b0185,,,E,,13129938
140190,174,83333,b0186,,,NE,,13129938
140191,174,83333,b0187,,,NE,,13129938
140192,174,83333,b0188,,,E,,13129938
140193,174,83333,b0189,,,NE,,13129938
140194,174,83333,b0190,,,NE,,13129938
140195,174,83333,b0191,,,NE,,13129938
140196,174,83333,b0192,,,NE,,13129938
140197,174,83333,b0193,,,NE,,13129938
140198,174,83333,b0194,,,E,,13129938
140199,174,83333,b0196,,,NE,,13129938
140200,174,83333,b0197,,,NE,,13129938
140201,174,83333,b0198,,,NE,,13129938
140202,174,83333,b0199,,,NE,,13129938
140203,174,83333,b0200,,,NE,,13129938
140204,174,83333,b0207,,,NE,,13129938
140205,174,83333,b0208,,,NE,,13129938
140206,174,83333,b0209,,,NE,,13129938
140207,174,83333,b0210,,,E,,13129938
140208,174,83333,b0211,,,NE,,13129938
140209,174,83333,b0212,,,NE,,13129938
140210,174,83333,b0213,,,NE,,13129938
140211,174,83333,b0214,,,E,,13129938
140212,174,83333,b0215,,,E,,13129938
140213,174,83333,b0217,,,NE,,13129938
140214,174,83333,b0218,,,NE,,13129938
140215,174,83333,b0219,,,NE,,13129938
140216,174,83333,b0220,,,NE,,13129938
140217,174,83333,b0221,,,NE,,13129938
140218,174,83333,b0222,,,NE,,13129938
140219,174,83333,b0223,,,NE,,13129938
140220,174,83333,b0224,,,NE,,13129938
140221,174,83333,b0226,,,NE,,13129938
140222,174,83333,b0227,,,NE,,13129938
140223,174,83333,b0228,,,NE,,13129938
140224,174,83333,b0229,,,NE,,13129938
140225,174,83333,b0230,,,NE,,13129938
140226,174,83333,b0231,,,NE,,13129938
140227,174,83333,b0232,,,NE,,13129938
140228,174,83333,b0233,,,NE,,13129938
140229,174,83333,b0234,,,NE,,13129938
140230,174,83333,b0235,,,NE,,13129938
140231,174,83333,b0236,,,NE,,13129938
140232,174,83333,b0237,,,NE,,13129938
140233,174,83333,b0239,,,NE,,13129938
140234,174,83333,b0240,,,NE,,13129938
140235,174,83333,b0241,,,NE,,13129938
140236,174,83333,b0242,,,NE,,13129938
140237,174,83333,b0243,,,NE,,13129938
140238,174,83333,b0245,,,E,,13129938
140239,174,83333,b0246,,,NE,,13129938
140240,174,83333,b0247,,,NE,,13129938
140241,174,83333,b0248,,,NE,,13129938
140242,174,83333,b0249,,,NE,,13129938
140243,174,83333,b0250,,,NE,,13129938
140244,174,83333,b0251,,,NE,,13129938
140245,174,83333,b0252,,,NE,,13129938
140246,174,83333,b0253,,,NE,,13129938
140247,174,83333,b0254,,,NE,,13129938
140248,174,83333,b0255,,,NE,,13129938
140249,174,83333,b0256,,,NE,,13129938
140250,174,83333,b0257,,,NE,,13129938
140251,174,83333,b0258,,,NE,,13129938
140252,174,83333,b0259,,,NE,,13129938
140253,174,83333,b0260,,,NE,,13129938
140254,174,83333,b0261,,,NE,,13129938
140255,174,83333,b0262,,,NE,,13129938
140256,174,83333,b0263,,,NE,,13129938
140257,174,83333,b0264,,,NE,,13129938
140258,174,83333,b0265,,,E,,13129938
140259,174,83333,b0266,,,NE,,13129938
140260,174,83333,b0267,,,NE,,13129938
140261,174,83333,b0268,,,NE,,13129938
140262,174,83333,b0269,,,NE,,13129938
140263,174,83333,b0270,,,E,,13129938
140264,174,83333,b0271,,,E,,13129938
140265,174,83333,b0272,,,NE,,13129938
140266,174,83333,b0273,,,NE,,13129938
140267,174,83333,b0274,,,NE,,13129938
140268,174,83333,b0276,,,NE,,13129938
140269,174,83333,b0277,,,NE,,13129938
140270,174,83333,b0278,,,NE,,13129938
140271,174,83333,b0279,,,NE,,13129938
140272,174,83333,b0280,,,NE,,13129938
140273,174,83333,b0281,,,NE,,13129938
140274,174,83333,b0282,,,NE,,13129938
140275,174,83333,b0283,,,NE,,13129938
140276,174,83333,b0284,,,NE,,13129938
140277,174,83333,b0285,,,E,,13129938
140278,174,83333,b0286,,,NE,,13129938
140279,174,83333,b0287,,,NE,,13129938
140280,174,83333,b0289,,,E,,13129938
140281,174,83333,b0290,,,NE,,13129938
140282,174,83333,b0291,,,NE,,13129938
140283,174,83333,b0292,,,NE,,13129938
140284,174,83333,b0293,,,NE,,13129938
140285,174,83333,b0294,,,NE,,13129938
140286,174,83333,b0297,,,NE,,13129938
140287,174,83333,b0298,,,E,,13129938
140288,174,83333,b0299,,,NE,,13129938
140289,174,83333,b0304,,,NE,,13129938
140290,174,83333,b0305,,,NE,,13129938
140291,174,83333,b0306,,,NE,,13129938
140292,174,83333,b0307,,,NE,,13129938
140293,174,83333,b0308,,,NE,,13129938
140294,174,83333,b0310,,,NE,,13129938
140295,174,83333,b0311,,,NE,,13129938
140296,174,83333,b0312,,,NE,,13129938
140297,174,83333,b0313,,,NE,,13129938
140298,174,83333,b0314,,,NE,,13129938
140299,174,83333,b0315,,,NE,,13129938
140300,174,83333,b0316,,,NE,,13129938
140301,174,83333,b0317,,,NE,,13129938
140302,174,83333,b0318,,,NE,,13129938
140303,174,83333,b0319,,,NE,,13129938
140304,174,83333,b0320,,,E,,13129938
140305,174,83333,b0321,,,NE,,13129938
140306,174,83333,b0322,,,E,,13129938
140307,174,83333,b0323,,,NE,,13129938
140308,174,83333,b0324,,,NE,,13129938
140309,174,83333,b0325,,,NE,,13129938
140310,174,83333,b0326,,,NE,,13129938
140311,174,83333,b0327,,,NE,,13129938
140312,174,83333,b0328,,,NE,,13129938
140313,174,83333,b0329,,,NE,,13129938
140314,174,83333,b0330,,,NE,,13129938
140315,174,83333,b0331,,,NE,,13129938
140316,174,83333,b0332,,,NE,,13129938
140317,174,83333,b0333,,,NE,,13129938
140318,174,83333,b0334,,,NE,,13129938
140319,174,83333,b0335,,,NE,,13129938
140320,174,83333,b0336,,,NE,,13129938
140321,174,83333,b0337,,,NE,,13129938
140322,174,83333,b0338,,,NE,,13129938
140323,174,83333,b0339,,,NE,,13129938
140324,174,83333,b0340,,,E,,13129938
140325,174,83333,b0341,,,NE,,13129938
140326,174,83333,b0342,,,NE,,13129938
140327,174,83333,b0343,,,NE,,13129938
140328,174,83333,b0344,,,NE,,13129938
140329,174,83333,b0345,,,NE,,13129938
140330,174,83333,b0346,,,NE,,13129938
140331,174,83333,b0347,,,NE,,13129938
140332,174,83333,b0348,,,NE,,13129938
140333,174,83333,b0349,,,NE,,13129938
140334,174,83333,b0350,,,NE,,13129938
140335,174,83333,b0351,,,NE,,13129938
140336,174,83333,b0352,,,NE,,13129938
140337,174,83333,b0353,,,NE,,13129938
140338,174,83333,b0354,,,NE,,13129938
140339,174,83333,b0355,,,NE,,13129938
140340,174,83333,b0356,,,NE,,13129938
140341,174,83333,b0357,,,E,,13129938
140342,174,83333,b0358,,,NE,,13129938
140343,174,83333,b0364,,,E,,13129938
140344,174,83333,b0365,,,NE,,13129938
140345,174,83333,b0366,,,NE,,13129938
140346,174,83333,b0367,,,NE,,13129938
140347,174,83333,b0368,,,NE,,13129938
140348,174,83333,b0369,,,E,,13129938
140349,174,83333,b0370,,,NE,,13129938
140350,174,83333,b0371,,,NE,,13129938
140351,174,83333,b0374,,,NE,,13129938
140352,174,83333,b0375,,,NE,,13129938
140353,174,83333,b0376,,,NE,,13129938
140354,174,83333,b0377,,,NE,,13129938
140355,174,83333,b0378,,,NE,,13129938
140356,174,83333,b0379,,,E,,13129938
140357,174,83333,b0380,,,NE,,13129938
140358,174,83333,b0381,,,NE,,13129938
140359,174,83333,b0383,,,NE,,13129938
140360,174,83333,b0384,,,NE,,13129938
140361,174,83333,b0385,,,NE,,13129938
140362,174,83333,b0386,,,E,,13129938
140363,174,83333,b0387,,,NE,,13129938
140364,174,83333,b0388,,,NE,,13129938
140365,174,83333,b0389,,,NE,,13129938
140366,174,83333,b0390,,,NE,,13129938
140367,174,83333,b0391,,,NE,,13129938
140368,174,83333,b0392,,,NE,,13129938
140369,174,83333,b0393,,,NE,,13129938
140370,174,83333,b0394,,,NE,,13129938
140371,174,83333,b0396,,,NE,,13129938
140372,174,83333,b0397,,,NE,,13129938
140373,174,83333,b0398,,,NE,,13129938
140374,174,83333,b0399,,,NE,,13129938
140375,174,83333,b0400,,,NE,,13129938
140376,174,83333,b0401,,,NE,,13129938
140377,174,83333,b0402,,,NE,,13129938
140378,174,83333,b0403,,,NE,,13129938
140379,174,83333,b0404,,,NE,,13129938
140380,174,83333,b0405,,,NE,,13129938
140381,174,83333,b0406,,,NE,,13129938
140382,174,83333,b0408,,,E,,13129938
140383,174,83333,b0409,,,E,,13129938
140384,174,83333,b0410,,,NE,,13129938
140385,174,83333,b0411,,,NE,,13129938
140386,174,83333,b0412,,,NE,,13129938
140387,174,83333,b0414,,,E,,13129938
140388,174,83333,b0415,,,E,,13129938
140389,174,83333,b0416,,,E,,13129938
140390,174,83333,b0417,,,E,,13129938
140391,174,83333,b0418,,,E,,13129938
140392,174,83333,b0419,,,NE,,13129938
140393,174,83333,b0420,,,E,,13129938
140394,174,83333,b0421,,,E,,13129938
140395,174,83333,b0423,,,NE,,13129938
140396,174,83333,b0424,,,NE,,13129938
140397,174,83333,b0425,,,NE,,13129938
140398,174,83333,b0426,,,NE,,13129938
140399,174,83333,b0427,,,NE,,13129938
140400,174,83333,b0428,,,NE,,13129938
140401,174,83333,b0429,,,E,,13129938
140402,174,83333,b0430,,,NE,,13129938
140403,174,83333,b0431,,,NE,,13129938
140404,174,83333,b0432,,,NE,,13129938
140405,174,83333,b0433,,,NE,,13129938
140406,174,83333,b0434,,,NE,,13129938
140407,174,83333,b0435,,,NE,,13129938
140408,174,83333,b0436,,,NE,,13129938
140409,174,83333,b0437,,,NE,,13129938
140410,174,83333,b0438,,,NE,,13129938
140411,174,83333,b0439,,,NE,,13129938
140412,174,83333,b0440,,,NE,,13129938
140413,174,83333,b0441,,,NE,,13129938
140414,174,83333,b0442,,,E,,13129938
140415,174,83333,b0443,,,NE,,13129938
140416,174,83333,b0444,,,NE,,13129938
140417,174,83333,b0445,,,NE,,13129938
140418,174,83333,b0446,,,NE,,13129938
140419,174,83333,b0447,,,NE,,13129938
140420,174,83333,b0448,,,NE,,13129938
140421,174,83333,b0449,,,NE,,13129938
140422,174,83333,b0450,,,NE,,13129938
140423,174,83333,b0451,,,NE,,13129938
140424,174,83333,b0452,,,NE,,13129938
140425,174,83333,b0453,,,NE,,13129938
140426,174,83333,b0454,,,NE,,13129938
140427,174,83333,b0456,,,E,,13129938
140428,174,83333,b0457,,,NE,,13129938
140429,174,83333,b0458,,,NE,,13129938
140430,174,83333,b0459,,,NE,,13129938
140431,174,83333,b0460,,,NE,,13129938
140432,174,83333,b0461,,,NE,,13129938
140433,174,83333,b0462,,,NE,,13129938
140434,174,83333,b0463,,,NE,,13129938
140435,174,83333,b0464,,,NE,,13129938
140436,174,83333,b0465,,,NE,,13129938
140437,174,83333,b0467,,,E,,13129938
140438,174,83333,b0468,,,E,,13129938
140439,174,83333,b0469,,,E,,13129938
140440,174,83333,b0470,,,E,,13129938
140441,174,83333,b0471,,,NE,,13129938
140442,174,83333,b0472,,,NE,,13129938
140443,174,83333,b0473,,,NE,,13129938
140444,174,83333,b0474,,,E,,13129938
140445,174,83333,b0475,,,E,,13129938
140446,174,83333,b0476,,,NE,,13129938
140447,174,83333,b0477,,,NE,,13129938
140448,174,83333,b0478,,,NE,,13129938
140449,174,83333,b0479,,,NE,,13129938
140450,174,83333,b0480,,,NE,,13129938
140451,174,83333,b0481,,,NE,,13129938
140452,174,83333,b0482,,,E,,13129938
140453,174,83333,b0483,,,E,,13129938
140454,174,83333,b0484,,,NE,,13129938
140455,174,83333,b0485,,,NE,,13129938
140456,174,83333,b0486,,,NE,,13129938
140457,174,83333,b0488,,,NE,,13129938
140458,174,83333,b0489,,,NE,,13129938
140459,174,83333,b0490,,,NE,,13129938
140460,174,83333,b0491,,,NE,,13129938
140461,174,83333,b0492,,,NE,,13129938
140462,174,83333,b0493,,,NE,,13129938
140463,174,83333,b0494,,,NE,,13129938
140464,174,83333,b0495,,,NE,,13129938
140465,174,83333,b0496,,,NE,,13129938
140466,174,83333,b0497,,,NE,,13129938
140467,174,83333,b0498,,,E,,13129938
140468,174,83333,b0499,,,NE,,13129938
140469,174,83333,b0501,,,NE,,13129938
140470,174,83333,b0502,,,NE,,13129938
140471,174,83333,b0503,,,NE,,13129938
140472,174,83333,b0504,,,NE,,13129938
140473,174,83333,b0505,,,E,,13129938
140474,174,83333,b0506,,,NE,,13129938
140475,174,83333,b0507,,,NE,,13129938
140476,174,83333,b0508,,,NE,,13129938
140477,174,83333,b0509,,,NE,,13129938
140478,174,83333,b0510,,,NE,,13129938
140479,174,83333,b0511,,,NE,,13129938
140480,174,83333,b0512,,,NE,,13129938
140481,174,83333,b0513,,,NE,,13129938
140482,174,83333,b0514,,,NE,,13129938
140483,174,83333,b0515,,,NE,,13129938
140484,174,83333,b0516,,,NE,,13129938
140485,174,83333,b0517,,,NE,,13129938
140486,174,83333,b0518,,,NE,,13129938
140487,174,83333,b0519,,,NE,,13129938
140488,174,83333,b0520,,,E,,13129938
140489,174,83333,b0521,,,E,,13129938
140490,174,83333,b0522,,,NE,,13129938
140491,174,83333,b0523,,,NE,,13129938
140492,174,83333,b0524,,,E,,13129938
140493,174,83333,b0525,,,E,,13129938
140494,174,83333,b0526,,,E,,13129938
140495,174,83333,b0529,,,NE,,13129938
140496,174,83333,b0530,,,NE,,13129938
140497,174,83333,b0531,,,NE,,13129938
140498,174,83333,b0532,,,NE,,13129938
140499,174,83333,b0534,,,NE,,13129938
140500,174,83333,b0535,,,NE,,13129938
140501,174,83333,b0537,,,NE,,13129938
140502,174,83333,b0540,,,E,,13129938
140503,174,83333,b0541,,,NE,,13129938
140504,174,83333,b0543,,,NE,,13129938
140505,174,83333,b0544,,,NE,,13129938
140506,174,83333,b0545,,,NE,,13129938
140507,174,83333,b0546,,,NE,,13129938
140508,174,83333,b0547,,,E,,13129938
140509,174,83333,b0549,,,E,,13129938
140510,174,83333,b0550,,,E,,13129938
140511,174,83333,b0551,,,NE,,13129938
140512,174,83333,b0552,,,NE,,13129938
140513,174,83333,b0553,,,NE,,13129938
140514,174,83333,b0554,,,NE,,13129938
140515,174,83333,b0555,,,NE,,13129938
140516,174,83333,b0556,,,NE,,13129938
140517,174,83333,b0557,,,NE,,13129938
140518,174,83333,b0558,,,E,,13129938
140519,174,83333,b0560,,,NE,,13129938
140520,174,83333,b0561,,,NE,,13129938
140521,174,83333,b0562,,,NE,,13129938
140522,174,83333,b0564,,,E,,13129938
140523,174,83333,b0565,,,NE,,13129938
140524,174,83333,b0566,,,NE,,13129938
140525,174,83333,b0567,,,NE,,13129938
140526,174,83333,b0568,,,NE,,13129938
140527,174,83333,b0569,,,NE,,13129938
140528,174,83333,b0570,,,NE,,13129938
140529,174,83333,b0571,,,NE,,13129938
140530,174,83333,b0572,,,NE,,13129938
140531,174,83333,b0573,,,NE,,13129938
140532,174,83333,b0574,,,NE,,13129938
140533,174,83333,b0575,,,NE,,13129938
140534,174,83333,b0576,,,NE,,13129938
140535,174,83333,b0577,,,NE,,13129938
140536,174,83333,b0578,,,NE,,13129938
140537,174,83333,b0579,,,NE,,13129938
140538,174,83333,b0580,,,NE,,13129938
140539,174,83333,b0581,,,NE,,13129938
140540,174,83333,b0582,,,NE,,13129938
140541,174,83333,b0583,,,NE,,13129938
140542,174,83333,b0584,,,NE,,13129938
140543,174,83333,b0585,,,NE,,13129938
140544,174,83333,b0586,,,NE,,13129938
140545,174,83333,b0587,,,NE,,13129938
140546,174,83333,b0588,,,NE,,13129938
140547,174,83333,b0590,,,NE,,13129938
140548,174,83333,b0592,,,E,,13129938
140549,174,83333,b0593,,,NE,,13129938
140550,174,83333,b0594,,,NE,,13129938
140551,174,83333,b0595,,,NE,,13129938
140552,174,83333,b0596,,,NE,,13129938
140553,174,83333,b0597,,,NE,,13129938
140554,174,83333,b0598,,,NE,,13129938
140555,174,83333,b0599,,,NE,,13129938
140556,174,83333,b0600,,,NE,,13129938
140557,174,83333,b0601,,,NE,,13129938
140558,174,83333,b0602,,,NE,,13129938
140559,174,83333,b0603,,,NE,,13129938
140560,174,83333,b0604,,,NE,,13129938
140561,174,83333,b0605,,,NE,,13129938
140562,174,83333,b0606,,,NE,,13129938
140563,174,83333,b0607,,,NE,,13129938
140564,174,83333,b0608,,,NE,,13129938
140565,174,83333,b0610,,,NE,,13129938
140566,174,83333,b0611,,,NE,,13129938
140567,174,83333,b0612,,,NE,,13129938
140568,174,83333,b0613,,,NE,,13129938
140569,174,83333,b0614,,,NE,,13129938
140570,174,83333,b0615,,,NE,,13129938
140571,174,83333,b0616,,,NE,,13129938
140572,174,83333,b0617,,,NE,,13129938
140573,174,83333,b0618,,,NE,,13129938
140574,174,83333,b0619,,,NE,,13129938
140575,174,83333,b0620,,,NE,,13129938
140576,174,83333,b0621,,,NE,,13129938
140577,174,83333,b0622,,,NE,,13129938
140578,174,83333,b0623,,,NE,,13129938
140579,174,83333,b0624,,,E,,13129938
140580,174,83333,b0626,,,NE,,13129938
140581,174,83333,b0628,,,NE,,13129938
140582,174,83333,b0629,,,NE,,13129938
140583,174,83333,b0630,,,NE,,13129938
140584,174,83333,b0631,,,NE,,13129938
140585,174,83333,b0632,,,NE,,13129938
140586,174,83333,b0633,,,NE,,13129938
