P,x
Genetic_Algorithm,0.00188204206740864
Genetic_Algorithm,0.005132116204975521
Genetic_Algorithm,0.002019135621053738
Genetic_Algorithm,0.001016539308185814
Genetic_Algorithm,0.007761938003509041
Genetic_Algorithm,0.0020075106145966875
Genetic_Algorithm,0.0017547492577920363
Genetic_Algorithm,0.009503580507800658
Genetic_Algorithm,0.004931823354526437
Genetic_Algorithm,0.003879771096740036
Genetic_Algorithm,0.0407606356249215
Genetic_Algorithm,0.0030762878524159248
Genetic_Algorithm,0.010268901634067995
Genetic_Algorithm,0.0253492627689518
Genetic_Algorithm,0.014726500143695706
Genetic_Algorithm,0.014337344023795023
Genetic_Algorithm,0.021764327397338253
Genetic_Algorithm,0.06576547856782847
Genetic_Algorithm,0.015141461889050049
Genetic_Algorithm,0.060559898617802546
Genetic_Algorithm,0.06397255752345225
Genetic_Algorithm,0.06386806640579955
Genetic_Algorithm,0.07509125298943166
Genetic_Algorithm,0.04547111399742917
Genetic_Algorithm,0.027572969380860356
Genetic_Algorithm,0.04469754444109252
Genetic_Algorithm,0.07105676684007402
Genetic_Algorithm,0.013496151910682536
Genetic_Algorithm,0.011795936136233785
Genetic_Algorithm,0.1219182788865889
Genetic_Algorithm,0.10856823848260347
Genetic_Algorithm,0.024702112651739595
Genetic_Algorithm,0.1252193374352974
Genetic_Algorithm,0.07935289230128746
Genetic_Algorithm,0.0691105532688756
Eigenvector_Centrality,0.1669816901936077
Eigenvector_Centrality,0.1504847211460629
Eigenvector_Centrality,0.1252193374352974
Eigenvector_Centrality,0.1219182788865889
Eigenvector_Centrality,0.11688823047846665
Eigenvector_Centrality,0.11086041492414862
Eigenvector_Centrality,0.10856823848260347
Eigenvector_Centrality,0.10768929145400326
Eigenvector_Centrality,0.1054896677696351
Eigenvector_Centrality,0.09902360535234159
Eigenvector_Centrality,0.09852623822305429
Eigenvector_Centrality,0.09616789433314771
Eigenvector_Centrality,0.08428398410593071
Eigenvector_Centrality,0.08164603072913532
Eigenvector_Centrality,0.08105410167511379
Eigenvector_Centrality,0.07935289230128746
Eigenvector_Centrality,0.0775078218185956
Eigenvector_Centrality,0.07509125298943166
Eigenvector_Centrality,0.07250873066591892
Eigenvector_Centrality,0.07105676684007402
Eigenvector_Centrality,0.0691105532688756
Eigenvector_Centrality,0.06793795754994965
Eigenvector_Centrality,0.06751960301228335
Eigenvector_Centrality,0.06596463199147444
Eigenvector_Centrality,0.06576547856782847
Eigenvector_Centrality,0.06397255752345225
Eigenvector_Centrality,0.06386806640579955
Eigenvector_Centrality,0.06267147575972913
Eigenvector_Centrality,0.060559898617802546
Eigenvector_Centrality,0.05810597197501129
Eigenvector_Centrality,0.05738942748153942
Eigenvector_Centrality,0.05640141360610944
Eigenvector_Centrality,0.055584260159068324
Eigenvector_Centrality,0.055494736355080954
Eigenvector_Centrality,0.050258385026952616
Eigenvector_Centrality,0.04972585714850177
